"Title","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL",
"A-Rank Thunder Tanjouhen","Adventure,General","A-Rank Thunder Tanjouhen is an Adventure game, developed by Telenet and published by Riot,which was released in Japan in 1993.","n/a","n/a","n/a","Telenet","Jun 25, 1993 ","http://www.gamefaqs.com/segacd/921876-a-rank-thunder-tanjouhen"
"Ecco: The Tides of Time","Action,Platformer,2D","Ecco is faster, more powerful but engulfed in danger! The ruthless Vortex has shattered Ecco's mentor, the mystical Asterite. Ecco and Trellia, a stunning dolphin of the future, must cross 100 million years of time to restore the Asterite and save life on Earth! Over 40 levels of spectacular aquatic adventure, plus five stages of challenging 3D travel through vast oceans. Touch video glyphs to reveal the mesmerizing, computer-animated history of Ecco's quest to find his family. Ecco morphs! Ram a metasphere to become a powerful shark! Change into a seagull and fly! Safely pulse past dangers as a jellyfish!","10.0","8.1","","","","http://www.gamefaqs.com/segacd/587943-ecco-the-tides-of-time"
"Egawa Suguro no Super League CD","Sports,Traditional,Baseball,Sim","Egawa Suguro no Super League CD is a Sports game, published by Sega,which was released in Japan in 1993.","n/a","n/a","n/a","Sega","Aug6, 1993 ","http://www.gamefaqs.com/segacd/570486-egawa-suguro-no-super-league-cd"
"ESPN Baseball Tonight","Sports,Traditional,Baseball,Sim","Step up to the plate with ESPN Baseball Tonight, for your Sega CD, the most realistic fast-paced arcade style baseball game ever created. Featuring all 28 Major League Baseball teams and stadiums in an Exhibition, Playoffs or 162 game season. With unprecedented access to ESPN studios, this game puts you in the center of the action during a live ESPN baseball broadcast. Exceptional player control and game options make this the ultimate baseball simulation.","5.0","4.0","n/a","Park Place Productions","1993 ","http://www.gamefaqs.com/segacd/916029-espn-baseball-tonight"
"ESPN National Hockey Night","Sports,Traditional,Ice Hockey,Arcade","Now you and up to three friends can face off for an entire 84-game NHL season, including the Stanley Cup Playoffs and NHL Skills Challenge. Featuring the ultra-realistic ESPN look and feel, you can choose from two viewpoints during game play. Make on-ice line changes and save every game and player stats, thanks to battery back-up. Some 2,000 frames of body checks, slap shots and breakaways make you feel like you're into a real ESPN hockey broadcast. ESPN National Hockey Night - everything else is just practice.","n/a","6.4","n/a","Park Place Productions","1994 ","http://www.gamefaqs.com/segacd/922263-espn-national-hockey-night"
"ESPN NBA HangTime '95","Sports,Traditional,Basketball,Arcade","ESPN NBA HangTime '95 is a Sports game, developed and published by Sony Imagesoft,which was released in 1994.","n/a","n/a","n/a","Sony Imagesoft","1994 ","http://www.gamefaqs.com/segacd/587944-espn-nba-hangtime-95"
"ESPN Sunday Night NFL","Sports,Traditional,Football,Arcade","ESPN Sunday Night NFL is a Sports game, developed by Ringler Studios and published by Sony Imagesoft,which was released in 1993.","n/a","5.5","n/a","Ringler Studios","1993 ","http://www.gamefaqs.com/segacd/922264-espn-sunday-night-nfl"
"Eternal Champions: Challenge from the Dark Side","Action,Fighting,2D","The Dark Champion knows your greatest fear! As one of the greatest fighters in history, you have been brought back to life to do battle with the Dark Champion. Resist his evil power or he will use your own greatest fear against you. Four ways to finish your opponent: vicious Overkills, shocking Sudden Deaths, ultra-personal Vendettas, and brutally graphic Cinekills! Includes all nine original characters, plus four new fighters and 11 hidden characters! Every champion has his or her own real martial arts style like Kenpo Karate, Tae Kwon Do, Thai Kickboxing and more!","9.0","7.4","","","","http://www.gamefaqs.com/segacd/587945-eternal-champions-challenge-from-the-dark-side"
"F-1 Circus CD","Driving,Racing,Arcade","F-1 Circus CD is a Driving game, published by Nichibutsu,which was released in Japan in 1994.","n/a","2.7","n/a","Nichibutsu","Mar 18, 1994 ","http://www.gamefaqs.com/segacd/570487-f-1-circus-cd"
"Fahrenheit (1995)","Adventure,Interactive Movie","This is not a drill! People are still alive in there! But they won't be for long if you don't rescue them! Leading the Fire Fighters from Company 13 into the blaze, you've got to find the victims trapped inside and make it out alive!","n/a","6.9","","","","http://www.gamefaqs.com/segacd/922265-fahrenheit-1995"
"Fatal Fury Special","Action,Fighting,2D","The GRANDMOTHER of all battles! 15 of the FATAL FURY series' top stars gather in the match of the millenium! Use the resurrected Geese Howard and Wolfgang Krauser in a dazzling arena! All you have ever wanted in a fighting game is here in FATAL FURY SPECIAL!","5.0","7.0","n/a","Funcom","1995 ","http://www.gamefaqs.com/segacd/587947-fatal-fury-special"
"Fhey Area","Role-Playing,General","Fhey Area is a Role-Playing game, published by Wolf Team,which was released in Japan in 1992.","n/a","9.0","","","","http://www.gamefaqs.com/segacd/581802-fhey-area"
"FIFA International Soccer","Sports,Traditional,Soccer,Sim","EA Sports has teamed up with the governing body of international soccer to bring you the most realistic soccer game ever created on the Sega Genesis. 16 megs packed with real soccer action - brought to you EA sports style! Incredible goalie saves - lunge or dive after hard to reach shots in the corners! Unique &quot;play-finder&quot; window lets you scope the field on corner kicks and free kicks. Find the open man and hammer the ball into the goal! Drop your opponent onto the turf with a slide tackle. Be careful, slide tackles from behind can result in yellow cards!","6.0","6.6","","","","http://www.gamefaqs.com/segacd/922266-fifa-international-soccer"
"FIFA International Soccer","Sports,Traditional,Soccer,Sim","EA Sports has teamed up with the governing body of international soccer to bring you the most realistic soccer game ever created on the Sega Genesis. 16 megs packed with real soccer action - brought to you EA sports style! Incredible goalie saves - lunge or dive after hard to reach shots in the corners! Unique &quot;play-finder&quot; window lets you scope the field on corner kicks and free kicks. Find the open man and hammer the ball into the goal! Drop your opponent onto the turf with a slide tackle. Be careful, slide tackles from behind can result in yellow cards!","6.0","6.6","","","","http://www.gamefaqs.com/segacd/922266-fifa-international-soccer"
"Final Fight CD","Action,Beat-'Em-Up","When the Mad Gear Gang is around, you know laws are being broken. Enter the good guys, Haggar, Cody and Guy, with killer roundhouse kicks, back fists, uppercuts and body slams. All raging to the coolest CD quality tunes. When the going gets tough, grab a pipe, knife or sword, and take a slice out of crime!","8.0","8.1","","","","http://www.gamefaqs.com/segacd/587948-final-fight-cd"
"Flashback: The Quest for Identity","Action,Platformer,2D","You've lost your mind! You're trapped on a distant planet inhabited by aliens plotting to overtake the Earth. The only problem is - you don't even know who you are! To stop the alien attack, you must discover your true identity and fight your way back through the galaxy to warn Earth!","9.0","8.3","","","","http://www.gamefaqs.com/segacd/922267-flashback-the-quest-for-identity"
"Flink","Action,Platformer,2D","Disaster strikes Imagica Island and Wicked Wainwright's taken over! He's kidnapped the four island leaders, separated them, and has them under the watchful eyes of the Demon Guardians. Excited by his newfound control, he's gone absolutely crazy! He's casting dark clouds of smoke across the land, bringing unpleasant weather and much sadness to the people of Imagica. In a huge panic, the islanders appoint Flink, an apprentice wizard, to challenge Wicked Wainwright and to force the Demon Guardians to release the island leaders. Locate the leaders, bring their powers together, and help make Flink the full-fledged wizard he's always wanted to be!","n/a","7.6","","","","http://www.gamefaqs.com/segacd/922268-flink"
"Flux: Audio Visual Experience","Miscellaneous,Music Maker","Flux: Audio Visual Experience is a Miscellaneous game, developed by EXP and published by Virgin Interactive,which was released in Europe in 1995.","n/a","n/a","n/a","EXP","1995 ","http://www.gamefaqs.com/segacd/941657-flux-audio-visual-experience"
"Formula One World Championship: Beyond the Limit","Driving,Racing,Arcade","Jump into the driver's seat and floor it for the ultimate game rush! Race against all the real pro drivers and actual racing teams - from Williams to Ferrari. Lead the pack through an entire F1 season on 16 thrilling international circuits. Exclusive full motion digital video clips from Fuji TV show you the real action: actual Formula One starts, pit stops and finishes. Listen to the real voice instructions from your pit crew to help plot your strategy to take the checkered flag!","8.0","7.0","","","","http://www.gamefaqs.com/segacd/587949-formula-one-world-championship-beyond-the-limit"
"Funky Horror Band","Role-Playing,Console-style RPG","Funky Horror Band is a Role-Playing game, published by Sega,which was released in Japan in 1991.","n/a","n/a","n/a","Sega","Dec 20, 1991 ","http://www.gamefaqs.com/segacd/570488-funky-horror-band"
"Gambler Jiko Chuushinha 2","Miscellaneous,Parlor,Gambling","Gambler Jiko Chuushinha 2 is a Miscellaneous game, developed by Yellow Horn Co and published by Game Arts,which was released in Japan in 1992.","n/a","n/a","n/a","Yellow Horn Co","Dec 18, 1992 ","http://www.gamefaqs.com/segacd/570492-gambler-jiko-chuushinha-2"
"Gambler Jiko Chuushinha 2","Miscellaneous,Parlor,Gambling","Gambler Jiko Chuushinha 2 is a Miscellaneous game, developed by Yellow Horn Co and published by Game Arts,which was released in Japan in 1992.","n/a","n/a","n/a","Yellow Horn Co","Dec 18, 1992 ","http://www.gamefaqs.com/segacd/570492-gambler-jiko-chuushinha-2"
"Game no Kanzume Vol. 1","Miscellaneous,Compilation","Game no Kanzume Vol. 1 is a Miscellaneous game, published by Sega,which was released in Japan in 1994.","n/a","n/a","n/a","Sega","Mar 18, 1994 ","http://www.gamefaqs.com/segacd/570489-game-no-kanzume-vol-1"
"Game no Kanzume Vol. 2","Miscellaneous,Compilation","Game no Kanzume Vol. 2 is a Miscellaneous game, published by Sega,which was released in Japan in 1994.","n/a","n/a","","","","http://www.gamefaqs.com/segacd/570490-game-no-kanzume-vol-2"
"Fatal Fury Special","Action,Fighting,2D","The GRANDMOTHER of all battles! 15 of the FATAL FURY series' top stars gather in the match of the millenium! Use the resurrected Geese Howard and Wolfgang Krauser in a dazzling arena! All you have ever wanted in a fighting game is here in FATAL FURY SPECIAL!","5.0","7.0","n/a","Funcom","1995 ","http://www.gamefaqs.com/segacd/587947-fatal-fury-special"
"Genei Toshi: Illusion City","Role-Playing,General","Genei Toshi: Illusion City is a Role-Playing game, developed by Aisystem Tokyo and published by Micro Cabin,which was released in Japan in 1993.","n/a","10.0","n/a","Aisystem Tokyo","May 28, 1993 ","http://www.gamefaqs.com/segacd/570491-genei-toshi-illusion-city"
"Sega CD","Hardware,Console","Sega CD is a Hardware game, developed and published by Sega,which was released in Japan in 1991.","6.8","7.5","n/a","Sega","Oct 15, 1992 ","http://www.gamefaqs.com/segacd/916395-sega-cd"
"Genghis Khan II","Strategy,Breeding/Constructing","Genghis Khan II is a Strategy game, developed and published by Koei,which was released in Japan in 1993.","n/a","n/a","n/a","Koei","Sep 24, 1993 ","http://www.gamefaqs.com/segacd/939186-genghis-khan-ii"
"Ground Zero Texas","Adventure,Interactive Movie","The chopper kicks up dust as it sets down. Through the haze of dirt and grit you make out El Cadron, a shabby little Texas border town. It looks quiet enough. But folks have been disappearing. And as a tactical expert, you soon discover it's crawling with aliens disguised as humans. Welcome to Ground Zero Texas. Armed with four BattleCams outfitted with a particle beam to stun the aliens (you can't kill them with traditional guns), and a RoverCam used to search out the Reticulan weapon stash, you're in for a sci-fi, wild west gun fest.","5.0","6.4","","","","http://www.gamefaqs.com/segacd/587950-ground-zero-texas"
"Hammer vs. Evil D. in Soulfire","Action,General","Hammer vs. Evil D. in Soulfire is an Action game, developed by GTE Entertainment and published by Sega,which was cancelled before it was released.","","","","","","http://www.gamefaqs.com/segacd/932513-hammer-vs-evil-d-in-soulfire"
"Heart of the Alien: Out of this World Parts I and II","Action,Platformer,2D","Enter the award-winning sci fi universe of Out of This World. A cool blue world where the past and future coexist. Where electric torture chambers are manned by primitive humanoids. And the merciful turn merciless just to survive. Imagine an alien prison. Where every passage you enter is one you may never exit. Every creature lives to try and take your life. And the further you run the closer you get to the sadist they call The Warden.","9.0","7.9","","","","http://www.gamefaqs.com/segacd/587978-heart-of-the-alien-out-of-this-world-parts-i-and"
"Formula One World Championship: Beyond the Limit","Driving,Racing,Arcade","Jump into the driver's seat and floor it for the ultimate game rush! Race against all the real pro drivers and actual racing teams - from Williams to Ferrari. Lead the pack through an entire F1 season on 16 thrilling international circuits. Exclusive full motion digital video clips from Fuji TV show you the real action: actual Formula One starts, pit stops and finishes. Listen to the real voice instructions from your pit crew to help plot your strategy to take the checkered flag!","8.0","7.0","","","","http://www.gamefaqs.com/segacd/587949-formula-one-world-championship-beyond-the-limit"
"Heavy Nova","Action,General","The &quot;Heavy Dolls&quot; are the toughest troop in Earth's Armed Forces. Guide your robot through the training camp of these elite fighting cyborgs. There is only one objective - to gain the &quot;Heavy Nova&quot; title, which is only given to the deadliest warrior in the universe. Can you defeat all challengers to become the Heavy Nova?","n/a","6.0","n/a","Micronet","Dec 12, 1991 ","http://www.gamefaqs.com/segacd/920184-heavy-nova"
"Heimdall","Role-Playing,Third-Person","Set sail on an epic RPG adventure designed for both the role-playing pro and beginner. Armed with a mighty sword and an easy to use &quot;Point and Click&quot; interface, it is your mission to recover the god's stolen weapons in this CD conversion of the legendary PC title. As godsend Heimdall, you are thrust into a mythical Viking world where - along with a motley crew of warlords, wizards, thieves and rangers - you must prove your Vikinghood by wrestling wild boars... rescuing feisty barmaids... casting magic spells... fighting and bartering with a sinister cast of characters... and ultimately retrieving the gods' powerful weapons!","n/a","6.8","","","","http://www.gamefaqs.com/segacd/587951-heimdall"
"Hook","Action,Platformer,2D","Based on the blockbuster Spielberg epic, Hook combines non-stop action with critically-acclaimed gameplay and great sound and graphics. You play the grown up Peter Pan returning to Neverland to rescue his kidnapped kids. The journey is filled with fights, magic and incredible flying scenes, and ends with a heart-stopping confrontation with the fiendish Captain Hook.","n/a","6.7","","","","http://www.gamefaqs.com/segacd/922270-hook"
"Hot Hits","Miscellaneous,Videos","Hot Hits is a Miscellaneous game, developed and published by Sega,which was released in 1992.","n/a","n/a","n/a","Sega","November 1992 ","http://www.gamefaqs.com/segacd/587952-hot-hits"
"INXS: Make My Video","Miscellaneous,Rhythm,Music","They're timeless. Ageless. Their music transcends the confines of country, color, sex and style. They're INXS. Now you can create your own world-class INXS videos with reels of real INXS footage and a full palette of special effects. Dice the bikers. Slice the snow boarders. Or freeze the band. Slow-step falling leaves. Pixilate lovers kissing in the rain. End in black and white. There are two ways to do it: Play EditChallenge - a game where friendly clues are your keys to success. Or play U-Direct - a creative encounter where you call the shots. Either way, you'll be bringing your very own style of video editing to wherever you are!","3.5","2.6","n/a","Digital Pictures","Oct 15, 1992 ","http://www.gamefaqs.com/segacd/587953-inxs-make-my-video"
"Iron Helix","Adventure,General","Prepare yourself for the most stunning 3D strategy adventure ever created. Iron Helix is a science fiction thriller that immerses you in a suspenseful VR world flled with danger and intrigue. Control a robot probe whose mission is to stop a renegade starship carrying a doomsday weapon... before it reaches its destination. Pilot the probe through the maze-like corridors of the ship - searching for ways to stop it - all the while trying to elude the ship's deadly Defender.","n/a","5.3","n/a","Brian A. Rice, Inc","1992 ","http://www.gamefaqs.com/segacd/587954-iron-helix"
"Ishii Hisaichi no Daisekai","Strategy,Breeding/Constructing","Ishii Hisaichi no Daisekai is a Strategy game, published by Sega,which was released in Japan in 1994.","n/a","n/a","n/a","Sega","Jan 28, 1994 ","http://www.gamefaqs.com/segacd/570494-ishii-hisaichi-no-daisekai"
"Jaguar XJ220","Driving,Racing,Arcade","Welcome to the 200 Club! Thanks to your Jaguar XJ220 - at 200mph- plus, the fastest supercar on the road today - you are the hottest rookie sensation on the SCR Grand Prix and World Tour circuits. Now it's time to unleash your quad-cam baby and let the racing world feel your Jaguar's bite. 20 competitors on 10 computer-controlled racing teams. 32 tracks, plus build-your-own-course Track Editor.","7.3","6.7","","","","http://www.gamefaqs.com/segacd/587955-jaguar-xj220"
"Jangou World Cup","Miscellaneous,Board Games","Jangou World Cup is a Miscellaneous game, published by Victor Interactive Software,which was released in Japan in 1993.","n/a","n/a","n/a","Victor Interactive Software","Aug 27, 1993 ","http://www.gamefaqs.com/segacd/570495-jangou-world-cup"
"Jeopardy!","Miscellaneous,Trivia / Game Show","Ever wonder what it feels like to be a contestant on one of the most challenging and popular TV quiz shows ever created? Well, here's your chance to find out! Using the full power of CD technology, Jeopardy! for the Sega CD features literally thousands upon thousands of questions and answers that translate into hundreds of hours of incredible gameplay. Digitized footage of Alex Trebek, shot especially for this game, plus stunningly realistic graphics of the stage set, CD quality theme music and sound effects, as well as Daily Double and Final Jeopardy! contests transport the TV studio right into your home!","n/a","7.0","","","","http://www.gamefaqs.com/segacd/922271-jeopardy"
"Joe Montana's NFL Football","Sports,Traditional,Football,Arcade","Joe Montana's NFL Football is a Sports game, developed by Malibu and published by Sega,which was released in 1993.","n/a","4.8","","","","http://www.gamefaqs.com/segacd/587956-joe-montanas-nfl-football"
"Jurassic Park","Action Adventure,Modern","You are a brave adventurer sent to the storm-ravaged island to salvage the most rare of scientific specimens... living dinosaur eggs! First-person 360-degree viewpoint filled with lush jungle adventure... where something is hiding in every shadow. Featuring field clues from expert paleontologist, Dr. Robert T. Bakker. This guy knows his dinosaurs... and soon, so will you. Full-motion video using Cinepak for Sega video and sense-boggling QSound work together to make Jurassic Park an experience unlike any other game you've ever played!","8.0","6.3","","","","http://www.gamefaqs.com/segacd/922272-jurassic-park"
"Sega CD","Hardware,Console","Sega CD is a Hardware game, developed and published by Sega,which was released in Japan in 1991.","6.8","7.5","n/a","Sega","Oct 15, 1992 ","http://www.gamefaqs.com/segacd/916395-sega-cd"
"The Masked Rider: Kamen Rider ZO","Action,General","The Masked Rider: Kamen Rider ZO is an Action game, published by Toei Animation,which was released in Japan in 1994.","8.0","4.5","","","","http://www.gamefaqs.com/segacd/587970-the-masked-rider-kamen-rider-zo"
"Keio Flying Squadron","Action,Shooter,Scrolling","Strap on your bunny ears and save the world! Go ahead and laugh, funny boy. But get it all out now becasue we're talking &quot;shooter&quot; here. A blistering, &quot;mommy-help-me-I'm-scared,&quot; Sega CD shooter. And when you've got the U.S. Navy, the Russian Army, the Seven Gods of Good Fortune and an entire raccoon militia in your face, you'll be glad you're wearing a sexy tutu with fire-engine-red pumps... They'll help to distract Dr. Pon's bloodthirsty minions while you blast his furry buttocks into the stratosphere!","n/a","7.7","","","","http://www.gamefaqs.com/segacd/587957-keio-flying-squadron"
"Keio Flying Squadron","Action,Shooter,Scrolling","Strap on your bunny ears and save the world! Go ahead and laugh, funny boy. But get it all out now becasue we're talking &quot;shooter&quot; here. A blistering, &quot;mommy-help-me-I'm-scared,&quot; Sega CD shooter. And when you've got the U.S. Navy, the Russian Army, the Seven Gods of Good Fortune and an entire raccoon militia in your face, you'll be glad you're wearing a sexy tutu with fire-engine-red pumps... They'll help to distract Dr. Pon's bloodthirsty minions while you blast his furry buttocks into the stratosphere!","n/a","7.7","","","","http://www.gamefaqs.com/segacd/587957-keio-flying-squadron"
"Kids On Site","Adventure,Interactive Movie","Let the colorful and zany cast of characters, Bertha, Dizzy, Nuts and the Coffee Break Gang guide your kid through the real thrills of operating heavy construction equipment. Kids on Site delivers 100% real video with instant interactive response. Your kid's in charge, at the controls of real monster machines in a real construction site and working with real people, not cartoon characters. With Kids on Site, they'll be digging in the dirt, swinging that wrecking ball, making new friends and most of all, having fun! (Hard hat not included.)","n/a","3.0","","","","http://www.gamefaqs.com/segacd/587958-kids-on-site"
"Kris Kross: Make My Video","Miscellaneous,Rhythm,Music","Yo! Check it out. Now you've got the power to create your own music videos for mega rap act Kris Kross. In this revolutionary new music video experience for the Sega CD, a guest VJ gets in your face and tells you exactly the kinds of videos he's looking for. Then it's totally up to you to deliver. You control it all as you select, edit, slice and dice. You're working with hundreds of clips from real music videos, movies and never-before-seen video footage--all in synch with dizzying special effects and the freshest, hottest music ever. Wrap it up and get your grade straight from the veejay himself. If your video's good enough, you go to the next level. If not... well, let's just say our VJ doesn't take kindly to hacks. If you need to fine-tune your work, the edit mode enables you to edit your music videos to perfection -- just like the pros in the studios. And if you want to save your work, just use the video recorder interface with your VCR.","7.5","2.1","","","","http://www.gamefaqs.com/segacd/587959-kris-kross-make-my-video"
"The Lawnmower Man","Action,General","Jobe, a simpleton who spends his hours cutting neighborhood lawns, is used as a human guinea-pig by Dr. Angelo and attains superhuman powers with the help of a unique Virtual Reality system. CyberJobe has entered Virtual Reality within the world's computer networks and now seeks revenge against Dr. Angelo for the injustice carried out against him. Using his new found powers he manages to pull Dr. Angelo, Carla and Peter with him into his VR domain. As Dr. Angelo, push your gaming skills to the limit as you pit yourself, both mentally and physically against the ultimate in computer incarnations.","3.0","5.8","n/a","The Sales Curve","Apr3, 1994 ","http://www.gamefaqs.com/segacd/921792-the-lawnmower-man"
"Lethal Enforcers","Action,Shooter,Light Gun","Lethal Enforcers is an Action game, developed and published by Konami,which was released in Japan in 1993.","n/a","6.9","","","","http://www.gamefaqs.com/segacd/922149-lethal-enforcers"
"Lethal Enforcers II: Gunfighters","Action,Shooter,Light Gun","Straight from the smash arcade hit to your home! This state-of-the-art shooting game follows the tradition of the first LETHAL ENFORCERS home & coin-op hit. It features superior digitized graphics, better character movement, and awe-inspiring CD-quality music and sound effects.You're a brave sheriff challenged to protect innocent citizens. Powerful weapons like a shotfun, Gatling gun, 12-round rifle and even a cannon can make your job easier.You'll need all the firepower you can muster in five heated stages: the Bank Robbery, Stagecoach Holdup, Saloon Showdown, Train Robbery and The Hideout. Between rounds you'll be treated to the Bonus Stages where you can shoot bottles or face-off with some bad hombres in an old-fashioned showdown.Throw out the accuracy scores-the goal here is to survive! If you hit an opponent with a grazing shot, you'll have to shoot again quick to put'em out of commission before they retaliate. When the dust settles and the tumbleweeds roll by, only the most skilled Gun Fighters will be left standing.","7.0","6.9","","","","http://www.gamefaqs.com/segacd/587960-lethal-enforcers-ii-gunfighters"
"Lethal Enforcers II: Gunfighters","Action,Shooter,Light Gun","Straight from the smash arcade hit to your home! This state-of-the-art shooting game follows the tradition of the first LETHAL ENFORCERS home & coin-op hit. It features superior digitized graphics, better character movement, and awe-inspiring CD-quality music and sound effects.You're a brave sheriff challenged to protect innocent citizens. Powerful weapons like a shotfun, Gatling gun, 12-round rifle and even a cannon can make your job easier.You'll need all the firepower you can muster in five heated stages: the Bank Robbery, Stagecoach Holdup, Saloon Showdown, Train Robbery and The Hideout. Between rounds you'll be treated to the Bonus Stages where you can shoot bottles or face-off with some bad hombres in an old-fashioned showdown.Throw out the accuracy scores-the goal here is to survive! If you hit an opponent with a grazing shot, you'll have to shoot again quick to put'em out of commission before they retaliate. When the dust settles and the tumbleweeds roll by, only the most skilled Gun Fighters will be left standing.","7.0","6.9","","","","http://www.gamefaqs.com/segacd/587960-lethal-enforcers-ii-gunfighters"
"Lethal Enforcers II: Gunfighters","Action,Shooter,Light Gun","Straight from the smash arcade hit to your home! This state-of-the-art shooting game follows the tradition of the first LETHAL ENFORCERS home & coin-op hit. It features superior digitized graphics, better character movement, and awe-inspiring CD-quality music and sound effects.You're a brave sheriff challenged to protect innocent citizens. Powerful weapons like a shotfun, Gatling gun, 12-round rifle and even a cannon can make your job easier.You'll need all the firepower you can muster in five heated stages: the Bank Robbery, Stagecoach Holdup, Saloon Showdown, Train Robbery and The Hideout. Between rounds you'll be treated to the Bonus Stages where you can shoot bottles or face-off with some bad hombres in an old-fashioned showdown.Throw out the accuracy scores-the goal here is to survive! If you hit an opponent with a grazing shot, you'll have to shoot again quick to put'em out of commission before they retaliate. When the dust settles and the tumbleweeds roll by, only the most skilled Gun Fighters will be left standing.","7.0","6.9","","","","http://www.gamefaqs.com/segacd/587960-lethal-enforcers-ii-gunfighters"
"Links: The Challenge of Golf","Sports,Traditional,Golf,Sim","You are now holding ( or at least reading this) the most realistic golf game ever, Link for Sega CD. The course mimics Torrey Pines precisely with the best looking and most realistic tees, fairways, and putting greens ever on Sega.","n/a","6.5","","","","http://www.gamefaqs.com/segacd/587961-links-the-challenge-of-golf"
"Loadstar: The Legend of Tully Bodine","Action,Shooter,Rail","Take the captain's chair as Tully Bodine, veteran skipper of the vintage Loadstar as he accepts a dangerous assignment: Get a cargo of contraband camels off the Moon. You have to move fast and think faster as you dodge rival truckers, traffic accidents, slowpokes and avoid police SAPs and 'Toasters' in hot pursuit. While you're at it, don't get caught by Sheriff Wompler or you'll be spending some time on ice. Loadstar features stunning graphics and special effects, full motion, full screen video and CD-quality soundtrack. Rocket Scientist Ron Cobb's original story stars Ned Beatty and Barry Primus in the first episode in the epic story of Tully Bodine.","5.0","5.3","","","","http://www.gamefaqs.com/segacd/587962-loadstar-the-legend-of-tully-bodine"
"Lodoss Jima Senki","Strategy,Turn-Based,Fantasy","Lodoss Jima Senki is a Strategy game, developed and published by Sega,which was released in Japan in 1994.","n/a","8.0","n/a","Sega","May 20, 1994 ","http://www.gamefaqs.com/segacd/570497-lodoss-jima-senki"
"Lodoss Jima Senki","Strategy,Turn-Based,Fantasy","Lodoss Jima Senki is a Strategy game, developed and published by Sega,which was released in Japan in 1994.","n/a","8.0","n/a","Sega","May 20, 1994 ","http://www.gamefaqs.com/segacd/570497-lodoss-jima-senki"
"Lords of Thunder","Action,Shooter,Scrolling","The evil god Deoric has unleashed slithering vermin, mechanical dragons and phantom Viking fleets upon the lands of Mistral. As the sole survivor of a dynasty of knights, you have inherited four suits of mystic armor that harness nature's most powerful elements - Earth, Water, Wind and Fire. Only you can use the elements to defeat Deoric's demonic horde. Summon the power of the Elemental Armor to unleash furious cyclones, rain lava from the sky, ignite lightning storms and conjure up flaming dragons.","8.7","8.2","","","","http://www.gamefaqs.com/segacd/587963-lords-of-thunder"
"Lunar: Eternal Blue","Role-Playing,Console-style RPG","Come back to the enchanting world of Lunar! Join Hiro and Ruby 1,000 years after the first adventure, as they work to unlock the secrets of the Blue Spire and the strange young girl they found within it! But be careful! Forces are at work trying to revive the evil Zophar and immerse Lunar in darkness forever! Journey to distant lands in search of the Goddess Althena, who may be the only one powerful enough to stop Zophar. Along the way, you'll meet exciting new characters, fight fully animated monsters, traverse snow-covered peaks, and crawl through slimy dungeons as you work towards the terrifying climax!","9.6","9.1","","","","http://www.gamefaqs.com/segacd/587964-lunar-eternal-blue"
"Lunar: The Silver Star","Role-Playing,Console-style RPG","Welcome to the world of Lunar, where dragons yet live and magic is valued above all else. Join Alex, the young adventurer as he begins a quest with his friends to save their land from the crushing advances of the Magic Emperor. Explore dungeons, fight terrifying monsters, and gather information from the locals as you advance toward the explosive confrontation with the Magic Emperor himself! Exciting, menu-driven combat will keep you challenged until the last. And thanks to the storage power of the CD, Lunar contains awesome animation sequences that'll get you involved in the story -- fast! Get ready for the ride of your life...","9.1","8.8","","","","http://www.gamefaqs.com/segacd/587965-lunar-the-silver-star"
"Lunar: The Silver Star","Role-Playing,Console-style RPG","Welcome to the world of Lunar, where dragons yet live and magic is valued above all else. Join Alex, the young adventurer as he begins a quest with his friends to save their land from the crushing advances of the Magic Emperor. Explore dungeons, fight terrifying monsters, and gather information from the locals as you advance toward the explosive confrontation with the Magic Emperor himself! Exciting, menu-driven combat will keep you challenged until the last. And thanks to the storage power of the CD, Lunar contains awesome animation sequences that'll get you involved in the story -- fast! Get ready for the ride of your life...","9.1","8.8","","","","http://www.gamefaqs.com/segacd/587965-lunar-the-silver-star"
"Mad Dog II: The Lost Gold","Action,Shooter,Light Gun","A live-action adventure that challenges your shooting skills by confronting banditos, renegades, and Mad Dog's men. Select one of three different guides and experience a variety of trails in a quest to beat Mad Dog to the lost gold and return with it to the old mission where the longest interactive battle ever filmed awaits the more-skilled game player.","n/a","6.0","n/a","American Laser Games","1994 ","http://www.gamefaqs.com/segacd/587967-mad-dog-ii-the-lost-gold"
"Mad Dog McCree","Action,Shooter,Light Gun","Mad Dog McCree is known worldwide as one of the highest rated arcade games and is the first interactive shooting game with real live motion picture action. Mad Dog and his men have kidnapped the town's Mayor and his daughter. To save the town, you will be challenged by a saloon full of outlaws, a hair-raising bank robbery, gunfighters, a slew of Old West ambushes, and Mad Dog himself. Mad Dog McCree is the first of a series of exciting Mad Dog adventures.","5.0","5.3","n/a","American Laser Games","1993 ","http://www.gamefaqs.com/segacd/587966-mad-dog-mccree"
"Mahou no Shoujo: Silky Lip","Action,General","Mahou no Shoujo: Silky Lip is an Action game, published by Riot,which was released in Japan in 1992.","n/a","n/a","n/a","Riot","Jun 19, 1992 ","http://www.gamefaqs.com/segacd/570498-mahou-no-shoujo-silky-lip"
