"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"Omega Race","US","Action,General","The Omegans, the most feared and respected star warriors throughout the galaxy, have come to Earth to challenge you to their legendary OMEGA RACE! Grab hold of your Booster-Grip and speed your Fighter around the perimeters of the mysterious cosmic arena. Ricochet off walls to outmaneuver and vaporize Omegan Droid Ships and Command Ships and avoid the deadly Photon Mines. Endurance, skill and luck are what you'll need to clear the arena and destroy the madly-spinning Death Ship! But don't get too confident, hotshot. The Omegans waste no time in sending new challenges your way. This is one race that never ends!","n/a","6.3","n/a","Coleco","1983 ","http://www.gamefaqs.com/colecovision/585532-omega-race"
"One-On-One","US","Sports,Traditional,Basketball,Arcade","One-On-One is a Sports game, published by Micro Fun,which was released in 1984.","n/a","8.0","n/a","Micro Fun","1984 ","http://www.gamefaqs.com/colecovision/585533-one-on-one"
"Pepper II","US","Action,General","Pepper II is an Action game, published by Coleco,which was released in 1983.","n/a","9.0","n/a","Coleco","1983 ","http://www.gamefaqs.com/colecovision/585534-pepper-ii"
"Pitfall II: Lost Caverns","US","Action,Platformer,2D","Here I am, Pitfall Harry, plummeting toward the dark thunder of rushing water below... and thinking of the night David Crane called. 'I hope you're well rested,' he had said. Too rested, I said. I was ready for action. He asked if I'd heard tales of the legendary lost caverns of Machu Picchu in Peru. Or of a roaring, uncharted underground tributary of the Urubamba River replete with waterfalls and deadly electric eels. 'Yes,' I said. He asked if I knew of the infamous, cursed Raj Diamond. Or of the recent robbery of gold bars from the U.S. Gold Bullion Depository in Fort Knox. And had I heard of vampire bats? Poisonous frogs? Albino scorpions? The dreaded Andean condor? 'Yes,' I said. And could I still run? Climb? Jump? Could I... swim? 'Yes. Yes. Yes. Yes.' 'Good,' said Crane. 'Then you'll do it?' 'Of course,' I said. If only I had known...","n/a","8.0","n/a","Activision","1984 ","http://www.gamefaqs.com/colecovision/585535-pitfall-ii-lost-caverns"
"Pitfall!","US","Action,Platformer,2D","Let me introduce myself. I'm Pitfall Harry, veteran jungle explorer. Fortune hunting's my game, and yours, too, if you're daring enough to take this trip with me. Don't be nervous; I'll be your guide through the jungle, and I'm one of the best. Untold riches are waiting for us in there, but so are dangers a dozen times over. We'll be swinging on vines over bottomless tarpits. We'll be hopping across swamps, using crocodile heads like stepping stones. We'll be searching underground through dark passageways crawling with killer scorpions. So pack up your backpack and meet me at the jungle at dawn - and we'll be off to seek a king's ransom in gold, diamonds and lost treasures - in Pitfall Harry's Jungle Adventure.","n/a","7.5","n/a","Action Graphics","1983 ","http://www.gamefaqs.com/colecovision/585536-pitfall"
"Pitstop","US","Driving,Racing,Formula One","Pitstop is a Driving game, developed by Action Graphics and published by Epyx,which was released in 1983.","n/a","7.0","n/a","Action Graphics","1983 ","http://www.gamefaqs.com/colecovision/585537-pitstop"
"Popeye","US","Action,Platformer,2D","Put yourself in Popeye's place. You've got a daffy girlfriend who goes by the name of Olive Oyl. Right now, she's got you running in circles, chasing hearts and notes all over the place. Then, there's that blubber-brain, Brutus, who's out to get you. While you're dashing around, he's taking shots to knock you overboard. And if that's not bad enough - you've got that nasty 'ol biddy, the Sea Hag, pelting you with bottles. Now you'd think with all this going on, you could rely on your spinach. NO CHANCE! It's there one second - gone the next! So go ahead, put yourself in Popeye's place - if you think you can handle all the action!","n/a","6.7","n/a","Parker Bros","1983 ","http://www.gamefaqs.com/colecovision/585538-popeye"
"Porky's","US","Action,General","Revenge is sweet... and you're out to get it. You've been 'had' at Porky's, and you're out to blow it away. The action's hot and heavy and it's up to you to keep Pee Wee on his toes. If he succumbs to distraction, it's the pits! It's more fun than a greased pig... it's a blast!","","","","20th Century Fox Video Games","Canceled ","http://www.gamefaqs.com/colecovision/585539-porkys"
"Power Lords","US","Action,General","Power Lords is an Action game,which was released in 1983.","n/a","n/a","n/a","","1983 ","http://www.gamefaqs.com/colecovision/585540-power-lords"
"Q*bert","US","Action,General","Hop Q*bert up and down the steps of a 'three-dimensional' pyramid, changing each step's color as he lands. Complete the entire pyramid, and Q*bert moves to a more challenging pyramid. But look out! The crafty arcade creatures are here, too, and they're after Q*bert. Hop out of danger fast - or soar to safety on a flying disc. But watch where you move Q*bert. One hop off the pyramid and he'll be lost in space!","9.0","8.2","n/a","Parker Bros","1983 ","http://www.gamefaqs.com/colecovision/585541-qbert"
"Q*bert's Qubes","US","Action,General","This time out, Q*bert hops around suspended qubes whose sides change colors as he goes. Match to blue on one side... now quickly... match to green on another. Hit the target colors and win the round! Sound easy? Not with the likes of Rat-a-tat-tat the dirty rat in pursuit. Or flat-footed Meltniks, plummeting Purple Balls, and Shady-eyed Shoobops! There are bonus rounds that keep things rolling and difficulty levels of unquestionable challenge.","8.0","n/a","n/a","James Wickstead Design Associates","1984 ","http://www.gamefaqs.com/colecovision/585542-qberts-qubes"
"Quest for Quintana Roo","US","Action,General","Help Yucatan Sam explore the dozens of terror filled chambers that create the mystical temple of the Mayan god Quintana Roo. You must use your supplies as well as your cat-like reactions to avoid the sleeping snakes, overcome the mummy's curse, and eliminate the other adversaries while attempting to solve the mystery that will deliver the hidden treasure to you and Yucatan Sam. Since a different solution is required each time the game is started, you will be assured hours of mind-challenging, reflex-testing entertainment.","n/a","n/a","n/a","VSS","1983 ","http://www.gamefaqs.com/colecovision/585543-quest-for-quintana-roo"
"Rip Cord","US","Action,General","Rip Cord is an Action game, published by Exidy,which was cancelled before it was released.","","","","Exidy","Canceled ","http://www.gamefaqs.com/colecovision/585544-rip-cord"
"River Raid","US","Action,Shooter,Scrolling","Mission: Code Name River Raid. Jet down the river. Break the enemy blockade and blast the bridges to halt enemy troop advances. Terrain: Code Name River of No Return. An ever-changing, ever-challenging waterway. Expect huge islands, narrow channels and treacherous bays crawling with enemy choppers, tankers and jets. Weaponry: Code Name StratoStrafer. Your B1 StratoWing Assault Jet has been retrofitted with sophisticated, rapid-fire guided missiles. Your craft is super-sensitive to the stick. Accelerate, slow or bank radically with only a touch. Tactics: Jet low to the river to avoid radar. Stop periodically at depots to refuel. A warning claxxon will alert you. Top speed! Best of luck!","5.0","6.5","n/a","Activision","1984 ","http://www.gamefaqs.com/colecovision/585545-river-raid"
"Robin Hood","US","Action,Shooter,Scrolling","Robin Hood is an Action game, developed by Computer Magic and published by Xonox,which was released in 1983.","3.0","n/a","n/a","Computer Magic","1983 ","http://www.gamefaqs.com/colecovision/563263-robin-hood"
"Roc 'n Rope","US","Action,General","Roc 'n Rope is an Action game, published by Coleco,which was released in 1984.","n/a","7.0","n/a","Coleco","1984 ","http://www.gamefaqs.com/colecovision/585546-roc-n-rope"
"Rock n' Bolt","US","Action,General","Rock n' Bolt is an Action game, published by Telegames, Inc.,which was released in 1984.","n/a","n/a","n/a","Telegames, Inc.","1984 ","http://www.gamefaqs.com/colecovision/585548-rock-n-bolt"
"Rocky Super Action Boxing","US","Sports,Traditional,Boxing","Rocky Super Action Boxing is a Sports game, published by Coleco,which was released in 1983.","n/a","5.3","n/a","Coleco","1983 ","http://www.gamefaqs.com/colecovision/585549-rocky-super-action-boxing"
"Rolloverture","US","Adventure,General","Rolloverture is an Adventure game, developed by VSS and published by Sunrise Software Inc.,which was released in 1983.","n/a","n/a","n/a","VSS","1983 ","http://www.gamefaqs.com/colecovision/585550-rolloverture"
"Tapper","US","Action,General","Get ready to serve! Take on a room full of thirsty folks and keep their mugs full as they belly up to the bar, but don't drop the empties if you want to win. Can you handle the pressure and keep your customers satisfied?","n/a","8.5","n/a","Coleco","Jun1, 1985 ","http://www.gamefaqs.com/colecovision/585551-root-beer-tapper"
"Sammy Lightfoot","US","Action,Platformer,2D","Sammy Lightfoot is an Action game, published by Sierra Entertainment,which was released in 1984.","n/a","n/a","n/a","Sierra Entertainment","1984 ","http://www.gamefaqs.com/colecovision/585552-sammy-lightfoot"
"Scraper Caper","US","Action,General","Scraper Caper is an Action game, published by Tigervision,which was cancelled before it was released.","","","","Tigervision","Canceled ","http://www.gamefaqs.com/colecovision/585553-scraper-caper"
"Sector Alpha","US","Action,General","Sector Alpha is an Action game, published by Spectravision,which was released in 1983.","n/a","n/a","n/a","Spectravision","1983 ","http://www.gamefaqs.com/colecovision/585554-sector-alpha"
"Sewer Sam","US","Action,General","Sewer Sam is an Action game, published by Interphase,which was released in 1984.","n/a","7.0","n/a","Interphase","1984 ","http://www.gamefaqs.com/colecovision/585555-sewer-sam"
"Side Trak","US","Action,General","Side Trak is an Action game, published by Exidy,which was cancelled before it was released.","","","","Exidy","Canceled ","http://www.gamefaqs.com/colecovision/585556-side-trak"
"Sir Lancelot","US","Action,General","Sir Lancelot is an Action game, developed by VSS and published by Xonox,which was released in 1983.","n/a","n/a","n/a","VSS","1983 ","http://www.gamefaqs.com/colecovision/585557-sir-lancelot"
"Skiing","US","Sports,Alternative,Skiing","Skiing is a Sports game, published by Telegames, Inc.,which was released in 1986.","n/a","n/a","n/a","Telegames, Inc.","1986 ","http://www.gamefaqs.com/colecovision/585558-skiing"
"Slither","US","Action,General","Slither is an Action game, published by Coleco,which was released in 1983.","n/a","n/a","n/a","Coleco","1983 ","http://www.gamefaqs.com/colecovision/585559-slither"
"Slurpy","US","Action,General","Slurpy is an Action game, developed by Emag and published by Xonox,which was released in 1984.","n/a","7.0","n/a","Emag","1984 ","http://www.gamefaqs.com/colecovision/585560-slurpy"
"Smurf Plan and Learn","US","Action,General","Smurf Plan and Learn is an Action game,which was released in 1982.","n/a","n/a","n/a","","1982 ","http://www.gamefaqs.com/colecovision/585562-smurf-plan-and-learn"
"Smurf Rescue in Gargamel's Castle","US","Action,General","You control a Smurf who is off on an action-packed rescue mission! Gargamel has captured Smurfette, taken her to his castle and imprisoned her! You'll direct Smurf through all sorts of dangerous situations on his way to save her. Will Smurf rescue Smurfette or will she remain imprisoned?","4.0","5.9","n/a","Coleco","1982 ","http://www.gamefaqs.com/colecovision/585563-smurf-rescue-in-gargamels-castle"
"Smurf: Paint 'n' Play Workshop","US","Action,General","Smurf: Paint 'n' Play Workshop is an Action game, published by Coleco,which was released in 1984.","n/a","4.7","n/a","Coleco","1984 ","http://www.gamefaqs.com/colecovision/585561-smurf-paint-n-play-workshop"
"Space Fury","US","Action,General","Meet the dreaded Alien Commander, whose fearsome face appears on the screen, challenging you to battle. His scouts zoom in; maneuver your fighter to blast them before they combine into a larger ship and shoot fireballs. Then, dock with a mothership to add the firepower necessary to fight it out with waves of cruisers and destroyers. How long can you hold off the furious forces of the Alien Commander?","n/a","5.9","n/a","Coleco","1983 ","http://www.gamefaqs.com/colecovision/585564-space-fury"
"Space Invaders Collection","US","Action,Shooter,Static","Space Invaders Collection is an Action game, developed by Digital Mayhem and published by Opcode Games,which was released in 2003.","n/a","7.0","n/a","Digital Mayhem","Aug9, 2003 ","http://www.gamefaqs.com/colecovision/914609-space-invaders-collection"
"Space Panic","US","Action,General","Space Panic is an Action game, published by Coleco,which was released in 1983.","n/a","6.0","n/a","Coleco","1983 ","http://www.gamefaqs.com/colecovision/585565-space-panic"
"Spectar","US","Action,General","Spectar is an Action game, published by Coleco,which was cancelled before it was released.","","","","Coleco","Canceled ","http://www.gamefaqs.com/colecovision/585566-spectar"
"Spectron","US","Action,General","Spectron is an Action game, published by Spectravision,which was released in 1983.","n/a","n/a","n/a","Spectravision","1983 ","http://www.gamefaqs.com/colecovision/585567-spectron"
"Spy Hunter","US","Driving,Racing,Arcade","Spy Hunter... considered armed and extremely dangerous. You control the turbo charged race car/hydro spy boat. You control a deadly arsenal of missiles, machine guns, oil slicks and smoke screens. Multiple nerve-shattering spy-action screens. Sophisticated spy-challenging graphics. This is hardly a game. It's a high-speed test of your secret agent skills. Meet the challenge and survive SPY HUNTER!","n/a","7.0","n/a","Bally/Midway","1984 ","http://www.gamefaqs.com/colecovision/585568-spy-hunter"
"Squish'em Sam","US","Action,General","Squish'em Sam is an Action game, published by Interphase,which was released in 1984.","8.0","7.0","n/a","Interphase","1984 ","http://www.gamefaqs.com/colecovision/585569-squishem-sam"
"Star Trek: Strategic Operations Simulator","US","Action,General","Now you can command the fate of the U.S.S. Enterprise in this home version of the hit arcade game. You're training to become a Federation Starship Captain. Fight off deadly Klingon Battle Cruisers that threaten the existence of your Starbases. Skillfully navigate through perilous asteroid fields and comet storms. Prepare to encounter the most powerful enemy of them all: Nomad! Hours of challenge await you, if you dare to venture where no home video game has ever dared to go...","n/a","9.0","n/a","Sega","1983 ","http://www.gamefaqs.com/colecovision/585570-star-trek-strategic-operations-simulator"
"Star Wars: The Arcade Game","US","Action,General","You're at the controls of LUKE's X-WING FIGHTER, heading straight for the DEATH STAR. Your mission: to destroy it before the EMPIRE seeks its revenge on the REBEL base. Lock your sights on attacking TIE FIGHTERS and blast them with your proton torpedoes. Race along the DEATH STAR's surface, firing on giant towers. Finally, dive full throttle into the DEATH STAR's equatorial trench. You'll need split-second timing to avoid all the obstacles as you streak through the trench in search of the main reactor. Hit it and you've blown the DEATH STAR out of existence! MAY THE FORCE BE WITH YOU.","n/a","5.7","n/a","Parker Bros","1984 ","http://www.gamefaqs.com/colecovision/585571-star-wars-the-arcade-game"
"Steamroller","US","Action,General","Steamroller is an Action game, developed by Cheshire and published by Intellivision Productions,which was released in 2000.","n/a","n/a","n/a","Cheshire","Jul 29, 2000 ","http://www.gamefaqs.com/colecovision/655636-steamroller"
"Strike It","US","Action,General","Strike It is an Action game, published by Telegames, Inc.,which was released in 1986.","n/a","6.0","n/a","Telegames, Inc.","1986 ","http://www.gamefaqs.com/colecovision/585572-strike-it"
"Subroc","US","Action,General","Subroc is an Action game, developed by Sega and published by Coleco,which was released in 1983.","8.0","6.0","n/a","Sega","1983 ","http://www.gamefaqs.com/colecovision/585573-subroc"
"Super Action Baseball","US","Sports,Traditional,Baseball,Sim","Super Action Baseball is a Sports game, developed and published by Coleco,which was released in 1983.","n/a","7.0","n/a","Coleco","1983 ","http://www.gamefaqs.com/colecovision/585574-super-action-baseball"
"Super Action Football","US","Action,General","Super Action Football is an Action game, developed by Davis, Nussrullah & Associates and published by Coleco,which was released in 1984.","n/a","n/a","n/a","Davis, Nussrullah & Associates","1984 ","http://www.gamefaqs.com/colecovision/585575-super-action-football"
"Super Action Soccer","US","Action,General","Super Action Soccer is an Action game, published by Coleco,which was released in 1984.","n/a","n/a","n/a","Coleco","1984 ","http://www.gamefaqs.com/colecovision/585576-super-action-soccer"
"Super Cobra","US","Action,Shooter,Scrolling","You're a helicopter gunship pilot on a daring and dangerous mission: air surveillance of enemy territory. Success depends on how far you can penetrate enemy airspace. Can you handle the pressure? Because the further you go, the more difficult the mission becomes. Show that you've got what it takes by maneuvering your chopper around craggy mountain peaks, through deep dark tunnels, and over tall city buildings. All while you face enemy tanks and missiles and weird sky-flying weapons. But you can fight back with high-flying, quick-thinking, fast-reaction moves. Good luck and good flying!","n/a","n/a","n/a","Parker Bros","1983 ","http://www.gamefaqs.com/colecovision/585577-super-cobra"
"Super Cross Force","US","Action,General","Super Cross Force is an Action game, published by Spectravision,which was released in 1986.","n/a","n/a","n/a","Spectravision","1986 ","http://www.gamefaqs.com/colecovision/585578-super-cross-force"
"Tank War","US","Action,General","Tank War is an Action game, published by Telegames, Inc.,which was released in 1986.","n/a","8.5","n/a","Telegames, Inc.","1986 ","http://www.gamefaqs.com/colecovision/585579-tank-war"
"Tapper","US","Action,General","Side-splitting, soda-slinging laughs and spills! Five belly-busting screens of Soda Fountain Fun, including 4 mad-capped bar rooms of soda-starved, clammoring cowboys, sports fans, punks and space creatures, plus a head-spinning Soda Bandit Bonus Round! Just try to keep your cool as hot-headed, crazy customers blitz your bar for another cold one.","n/a","n/a","n/a","Bally/Midway","1984 ","http://www.gamefaqs.com/colecovision/585580-tapper"
"Tarzan","US","Action,Platformer,2D","Tarzan is an Action game, published by Coleco,which was released in 1984.","8.0","7.5","n/a","Coleco","1984 ","http://www.gamefaqs.com/colecovision/585581-tarzan"
"Telly Turtle","US","Action,General","Telly Turtle is an Action game, published by Coleco,which was released in 1984.","n/a","n/a","n/a","Coleco","1984 ","http://www.gamefaqs.com/colecovision/585582-telly-turtle"
"Threshold","US","Action,Shooter,Scrolling","You're in command of an exploring space attack ship. Be prepared to fire on invading space enemies - you can progress through the galaxy and encounter up to 10 different enemy forces! Be alert for the narrow tunnels that you must fly your ship through. Blast off for a super space adventure from Tigervision!","n/a","n/a","n/a","Sierra Entertainment","1983 ","http://www.gamefaqs.com/colecovision/585583-threshold"
"Time Pilot","US","Action,Shooter,Scrolling","Prepare for fierce aerial combat with aircraft that span the years since the dawn of aviation. Your timeship's first encounter is with ancient 1910 biplanes; you're outnumbered, but your weapons are superior. Eliminate the entire air fleet; then knock out a mighty zeppelin and you'll progress to the next stage: 1940 monoplanes. These World War II fighters present a tougher challenge, and if you can defeat them, you'll move on to 1970 helicopters. Down the choppers and warp ahead to meet 1983 super jets. If you find a way to beat them, you'll cross the final barrier and head into the future for a deep-space duel with deadly flying saucers from the year 2001!","n/a","7.2","n/a","Coleco","1983 ","http://www.gamefaqs.com/colecovision/585584-time-pilot"
"Time Runner","US","Action,General","Time Runner is an Action game, published by Micro Fun,which was cancelled before it was released.","","","","Micro Fun","Canceled ","http://www.gamefaqs.com/colecovision/585585-time-runner"
"Tournament Tennis","US","Sports,Traditional,Tennis","Tournament Tennis is a Sports game, published by Imagic,which was released in 1984.","n/a","8.0","n/a","Imagic","1984 ","http://www.gamefaqs.com/colecovision/585586-tournament-tennis"
"Tunnels and Trolls","US","Action,General","Tunnels and Trolls is an Action game, published by Coleco,which was released in 1983.","n/a","n/a","n/a","Coleco","1983 ","http://www.gamefaqs.com/colecovision/585587-tunnels-and-trolls"
"Turbo","US","Action,General","Turbo is an Action game, published by Coleco,which was released in 1982.","n/a","5.6","n/a","Coleco","1982 ","http://www.gamefaqs.com/colecovision/585588-turbo"
"Tutankham","US","Action,General","An archeologist's dream come true... to explore the underground burial chambers inside King Tut's tomb and recover his fabulous treasure. But do you dare? Ancient and eerie creatures roam the maze-like passageways ready to defend the treasures you most desire. Can you stop them with your laser gun and snatch the loot before it's too late? For the really daring... find the keys that unlock the doors to four different burial chambers. Feel the tension mount as you descend deeper and deeper, facing new creatures in every chamber and ever-increasing odds. Suspense, surprise, and the supernatural await you at every turn when you enter... King Tut's tomb!","n/a","7.5","n/a","Parker Bros","1984 ","http://www.gamefaqs.com/colecovision/585589-tutankham"
"Up 'n Down","US","Action,General","Drive your Baja Buggy over treacherous miles of deadly motocross track. Watch out! The course is crawling with opponents who want to make this the last race you run. Beware of killer pick-up trucks, boulders, and swarms of other motoring menaces!","9.0","n/a","n/a","On-Time Software","1984 ","http://www.gamefaqs.com/colecovision/585590-up-n-down"
"Venture","US","Action,General","Winky - the heroic adventurer - is off to claim the treasures that lay hidden in the depths of the dungeon. In each chamber lies a valuable prize protected by dangerous monsters. Equipped with only a bow and arrow, Winky must ward off the monsters to obtain the treasure. Maneuver Winky through the halls and into each chamber, firing arrows at the monsters. If Winky is successful, he moves out and heads for another chamber... and other vicious creatures. In fact, on his treasure hunt, the more he ventures, the more he gains!","8.0","7.7","n/a","Exidy","1982 ","http://www.gamefaqs.com/colecovision/563264-venture"
"Victory","US","Strategy,Tycoon","Victory is a Strategy game, published by Coleco,which was released in 1983.","n/a","n/a","n/a","Coleco","1983 ","http://www.gamefaqs.com/colecovision/585591-victory"
"War Games","US","Action,General","War Games is an Action game, published by Coleco,which was released in 1984.","4.0","5.0","n/a","Coleco","1984 ","http://www.gamefaqs.com/colecovision/585592-war-games"
"War Room","US","Action,General","War Room is an Action game, published by Probe 2000,which was released in 1983.","n/a","6.5","n/a","Probe 2000","1983 ","http://www.gamefaqs.com/colecovision/585593-war-room"
"Wing War","US","Action,General","Wing War is an Action game, published by Imagic,which was released in 1983.","n/a","n/a","n/a","Imagic","1983 ","http://www.gamefaqs.com/colecovision/585594-wing-war"
"Wizard of Id's Wizmath","US","Action,General","Wizards of Id's Wiz Math is an Action game, published by Sierravision,which was released in 1983.","n/a","n/a","n/a","Sierravision","1983 ","http://www.gamefaqs.com/colecovision/585595-wizards-of-ids-wiz-math"
"Zaxxon","US","Action,Shooter,Scrolling","This fantastic 3-dimensional space battle game puts you in control of a futuristic spaceship! Your ship zooms over an alien asteroid, and dives down to attack the enemy's installations. Your ship must avoid hazardous walls, enemy fire, and other unforeseen dangers! Can you survive and score?","n/a","7.0","n/a","Sega","1982 ","http://www.gamefaqs.com/colecovision/585596-zaxxon"
"Zenji","US","Action,General","Zenji is an Action game, developed by Action Graphics and published by Activision,which was released in 1984.","n/a","8.0","n/a","Action Graphics","1984 ","http://www.gamefaqs.com/colecovision/585597-zenji"
"2010: The Graphic Action Game","US","Action,General","2010: The Graphic Action Game is an Action game, developed and published by Coleco,which was released in 1984.","8.0","6.3","n/a","Coleco","1984 ","http://www.gamefaqs.com/colecovision/585449-2010-the-graphic-action-game"
