"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"Dragon's Curse","US","Action,Platformer,2D","Dragon's Curse is an Action game, developed by Hudson and published by Hudson Soft,which was released in Japan in 1991.","9.0","7.7","","Hudson","1991 ","http://www.gamefaqs.com/tg16/578657-dragons-curse"
"Adventure Island","JP","Action,Platformer,2D","Dragon's Curse is an Action game, developed by Hudson and published by Hudson Soft,which was released in Japan in 1991.","9.0","7.7","","Hudson","1991 ","http://www.gamefaqs.com/tg16/578657-dragons-curse"
"Aero Blasters","US","Action,Shooter,Scrolling","Aero Blasters is an Action game, developed by Inter State and published by Hudson,which was released in Japan in 1990.","n/a","7.8","n/a","Inter State","1990 ","http://www.gamefaqs.com/tg16/588885-aero-blasters"
"After Burner II","US","Action,Shooter,Scrolling","You scream off the carrier, there's no time to think! You're caught in a swarm of enemy aircraft and more are dead ahead. They're closing at Mach 5, as your machine guns start blasting. Burn through a sky of flying metal! Radar-lock on the frontal attackers and respond with missiles. Your enemies are specks on the horizon, then instantly they're in your face, launching even faster missiles! Nothing can prepare you for the incredible speed of the attack. Hit your afterburner! Dive and twist! Throw your plane into a 360 roll as the enemy spins by so close you almost touch wing tips. Day or night, dog fight or missile duel - the terrifying speed of battle never lets up. The sky shrieks with metal menace. The intercept officer is screaming 'Look out!'","n/a","7.0","n/a","Bits Laboratory","Sep 28, 1990 ","http://www.gamefaqs.com/tg16/588886-after-burner-ii"
"Air Zonk","US","Action,Shooter,Scrolling","Air Zonk is an Action game, developed by RED Entertainment and published by Hudson,which was released in Japan in 1992.","9.0","7.8","","RED Entertainment","1992 ","http://www.gamefaqs.com/tg16/588888-air-zonk"
"PC Denjin: Punkic Cyborgs","JP","Action,Shooter,Scrolling","Air Zonk is an Action game, developed by RED Entertainment and published by Hudson,which was released in Japan in 1992.","9.0","7.8","","RED Entertainment","1992 ","http://www.gamefaqs.com/tg16/588888-air-zonk"
"Aldynes","US","Action,Shooter,Scrolling","Aldynes is an Action game, developed by Produce and published by Hudson,which was released in Japan in 1991.","n/a","7.0","n/a","Produce","1991 ","http://www.gamefaqs.com/tg16/924867-aldynes"
"Aldynes: The Mission Code for Rage Crisis","JP","Action,Shooter,Scrolling","Aldynes is an Action game, developed by Produce and published by Hudson,which was released in Japan in 1991.","n/a","7.0","n/a","Produce","1991 ","http://www.gamefaqs.com/tg16/924867-aldynes"
"Aldynes","US","Action,Shooter,Scrolling","Aldynes is an Action game, developed by Produce and published by Hudson,which was released in Japan in 1991.","n/a","7.0","n/a","Produce","1991 ","http://www.gamefaqs.com/tg16/924867-aldynes"
"Aldynes: The Mission Code for Rage Crisis","JP","Action,Shooter,Scrolling","Aldynes is an Action game, developed by Produce and published by Hudson,which was released in Japan in 1991.","n/a","7.0","n/a","Produce","1991 ","http://www.gamefaqs.com/tg16/924867-aldynes"
"Alien Crush","US","Miscellaneous,Parlor,Pinball","Imagine a living pinball machine...with aliens and outlandish worlds to throw at you. And turbo-charged, speed-of-light pinball action. You control the flippers and ball speed to defeat the Slime, the Tentacloid and Scorpion. Go for the eyes! This is full-tilt, out-of-this-world action! Surrealistic graphics plus true-to-life, earsplitting arcade pinball sound.","7.8","7.7","","Compile","1989 ","http://www.gamefaqs.com/tg16/588890-alien-crush"
"Andre Panza Kick Boxing","US","Sports,Traditional,Boxing","Andre Panza Kick Boxing is a Sports game, developed by Loriciels and published by Turbo Technologies, Inc.,which was released in 1991.","n/a","4.3","n/a","Loriciels","1991 ","http://www.gamefaqs.com/tg16/588892-andre-panza-kick-boxing"
"Legendary Axe II","US","Action,General","Legendary Axe II is an Action game, developed and published by Victor Interactive Software,which was released in Japan in 1990.","8.0","7.3","","Victor Interactive Software","1990 ","http://www.gamefaqs.com/tg16/589018-legendary-axe-ii"
"Ankoku Densetsu","JP","Action,General","Legendary Axe II is an Action game, developed and published by Victor Interactive Software,which was released in Japan in 1990.","8.0","7.3","","Victor Interactive Software","1990 ","http://www.gamefaqs.com/tg16/589018-legendary-axe-ii"
"Blue Blink","US","Action,General","Blue Blink is an Action game, developed by West One and published by Hudson,which was released in Japan in 1990.","n/a","6.7","n/a","West One","Apr 27, 1990 ","http://www.gamefaqs.com/tg16/588904-blue-blink"
"Aoi Blink","JP","Action,General","Blue Blink is an Action game, developed by West One and published by Hudson,which was released in Japan in 1990.","n/a","6.7","n/a","West One","Apr 27, 1990 ","http://www.gamefaqs.com/tg16/588904-blue-blink"
"Appare! Gateball","US","Sports,General","Appare! Gateball is a Sports game, developed by West One and published by Hudson,which was released in Japan in 1988.","n/a","6.0","n/a","West One","Dec 22, 1988 ","http://www.gamefaqs.com/tg16/588893-appare-gateball"
"Atomic Robo-Kid Special","US","Action,Shooter,Scrolling","Atomic Robo-Kid Special is an Action game, developed and published by UPL,which was released in Japan in 1990.","n/a","6.5","n/a","UPL","Jan 19, 1990 ","http://www.gamefaqs.com/tg16/588894-atomic-robo-kid-special"
"AV Poker World Gambler","US","Miscellaneous,Parlor,Gambling","AV Poker World Gambler is a Miscellaneous game, developed and published by Games Express,which was released in Japan in 1992.","2.0","n/a","n/a","Games Express","1992 ","http://www.gamefaqs.com/tg16/588895-av-poker-world-gambler"
"Ballistix","US","Action,General","Sick of silly old soccer? Tired of pathetic pinball? Then you need a dose of Ballistix - the fastest, wackiest, toughest ball game yet to appear on a computer. Ballistix just explodes with excitement, puzzles and an amazing 130 different screens of frenetic action! The aim of the game is simple: score more goals than your opponent to win the match. Doing it is a different matter as splitters fill the screen with dozens of balls, tunnels hide them from view, bumpers bounce balls all over the show, fiendish red arrows speed them up to almost impossible velocity, magnets pull them away from your control, and much, much more. You can play against the computer or another player, set the speed if you can't stand the pace, define where the balls are fired and their velocity, rack up bonuses that will get you extra goals and then, at the end of an exhausting game, set your name in pride of place on the high-score table.","n/a","7.0","n/a","Reflections Interactive","1992 ","http://www.gamefaqs.com/tg16/588896-ballistix"
"Bari Bari Densetsu","US","Driving,Racing,Arcade","Bari Bari Densetsu is a Driving game, published by Taito Corporation,which was released in Japan in 1989.","5.0","6.0","n/a","Taito Corporation","Nov 29, 1989 ","http://www.gamefaqs.com/tg16/579509-bari-bari-densetsu"
"Barunba","US","Action,Shooter,Scrolling","Barunba is an Action game, developed by Zap and published by Namco,which was released in Japan in 1990.","n/a","4.7","n/a","Zap","Apr 27, 1990 ","http://www.gamefaqs.com/tg16/588897-barunba"
"Batman","US","Action,Platformer,2D","He's totally new. Totally tough. And he'll stop at nothing to make sure justice prevails! From the dark streets of GOTHAM CITY to the deepest corners of the criminal underworld comes the CAPED CRUSADER as you've never seen him before. Incredibly strong. Armed to the teeth. And ready to put his life on the line for the sake of all, on a search-and-destroy mission to end the Joker's reign of terror. He leaps, he flies, he dodges enemy fire and delivers it right back... with a vengeance. This is no kid stuff. This is as real as video gaming gets. If you liked what you saw in the movie, you're gonna love what you see here. Because this time around, BATMAN is all business, and he won't let anything stand in his way!","n/a","6.7","n/a","SunSoft","Oct 12, 1990 ","http://www.gamefaqs.com/tg16/588898-batman"
"Battle Ace","US","Action,Shooter,Scrolling","Battle Ace is an Action game, published by Hudson,which was released in Japan in 1989.","n/a","6.5","n/a","Hudson","Nov 30, 1989 ","http://www.gamefaqs.com/tg16/563005-battle-ace"
"Battle Lode Runner","US","Action,Platformer,2D","Battle Lode Runner is an Action game, developed by Mutech and published by Hudson,which was released in Japan in 1993.","n/a","7.2","","Mutech","Apr 23, 2007 ","http://www.gamefaqs.com/tg16/588899-battle-lode-runner"
"Battle Royale","US","Action,Fighting,Wrestling","Battle Royale is an Action game, developed by Incredible Technologies and published by Turbo Technologies, Inc.,which was released in 1990.","n/a","5.3","n/a","Incredible Technologies","1990 ","http://www.gamefaqs.com/tg16/588900-battle-royale"
"Chew-Man-Fu","US","Miscellaneous,Puzzle,General","Chew-Man-Fu is a Miscellaneous game, developed by Now Production and published by Hudson,which was released in Japan in 1990.","8.0","6.8","","Now Production","1990 ","http://www.gamefaqs.com/tg16/579587-chew-man-fu"
"Be Ball","JP","Miscellaneous,Puzzle,General","Chew-Man-Fu is a Miscellaneous game, developed by Now Production and published by Hudson,which was released in Japan in 1990.","8.0","6.8","","Now Production","1990 ","http://www.gamefaqs.com/tg16/579587-chew-man-fu"
"Benkei Gaiden","US","Role-Playing,General","Benkei Gaiden is a Role-Playing game, published by SunSoft,which was released in Japan in 1989.","n/a","10.0","n/a","SunSoft","Dec 22, 1989 ","http://www.gamefaqs.com/tg16/588901-benkei-gaiden"
"Bikkuriman World","US","Action,General","Bikkuriman World is an Action game, developed and published by Hudson,which was released in Japan in 1987.","n/a","6.0","n/a","Hudson","Oct 30, 1987 ","http://www.gamefaqs.com/tg16/578500-bikkuriman-world"
"Blazing Lazers","US","Action,Shooter,Scrolling","Blazing Lazers is an Action game, developed by Compile and published by Hudson,which was released in Japan in 1989.","9.2","7.9","","Compile","1989 ","http://www.gamefaqs.com/tg16/588902-blazing-lazers"
"Gunhed","JP","Action,Shooter,Scrolling","Blazing Lazers is an Action game, developed by Compile and published by Hudson,which was released in Japan in 1989.","9.2","7.9","","Compile","1989 ","http://www.gamefaqs.com/tg16/588902-blazing-lazers"
"Gunhed: Special Version","JP","Action,Shooter,Scrolling","Blazing Lazers is an Action game, developed by Compile and published by Hudson,which was released in Japan in 1989.","9.2","7.9","","Compile","1989 ","http://www.gamefaqs.com/tg16/588902-blazing-lazers"
"Timeball","US","Miscellaneous,Puzzle,General","Timeball is a Miscellaneous game, developed and published by Hudson,which was released in Japan in 1990.","1.0","n/a","","Hudson","1990 ","http://www.gamefaqs.com/tg16/589140-timeball"
"Blodia","JP","Miscellaneous,Puzzle,General","Timeball is a Miscellaneous game, developed and published by Hudson,which was released in Japan in 1990.","1.0","n/a","","Hudson","1990 ","http://www.gamefaqs.com/tg16/589140-timeball"
"Bloody Wolf","US","Action,Shooter,Scrolling","Bloody Wolf is an Action game, developed and published by Data East,which was released in Japan in 1989.","8.0","7.2","","Data East","1990 ","http://www.gamefaqs.com/tg16/588903-bloody-wolf"
"Narazumono Sentou Butai: Bloody Wolf","JP","Action,Shooter,Scrolling","Bloody Wolf is an Action game, developed and published by Data East,which was released in Japan in 1989.","8.0","7.2","","Data East","1990 ","http://www.gamefaqs.com/tg16/588903-bloody-wolf"
"Narazumono Sentou Butai Blood Wolf","JP","Action,Shooter,Scrolling","Bloody Wolf is an Action game, developed and published by Data East,which was released in Japan in 1989.","8.0","7.2","","Data East","1990 ","http://www.gamefaqs.com/tg16/588903-bloody-wolf"
"Blue Blink","US","Action,General","Blue Blink is an Action game, developed by West One and published by Hudson,which was released in Japan in 1990.","n/a","6.7","n/a","West One","Apr 27, 1990 ","http://www.gamefaqs.com/tg16/588904-blue-blink"
"Aoi Blink","JP","Action,General","Blue Blink is an Action game, developed by West One and published by Hudson,which was released in Japan in 1990.","n/a","6.7","n/a","West One","Apr 27, 1990 ","http://www.gamefaqs.com/tg16/588904-blue-blink"
"Body Conquest II","US","Role-Playing,General","Body Conquest II is a Role-Playing game, developed by Hacker International and published by Games Express,which was released in Japan in 1993.","n/a","n/a","n/a","Hacker International","1993 ","http://www.gamefaqs.com/tg16/588905-body-conquest-ii"
"Bomberman","US","Miscellaneous,Puzzle,Action","Bomberman arrives on the DS with a variety of gameplay modes, touch screen functionality, and voice support. Using only one game card, you and seven of your friends can lay bombs in different arenas rife with power-ups. In single-player mode, you can test your reflexes and strategies through 100 stages of challenging puzzles.","9.5","7.9","n/a","Hudson","1990 ","http://www.gamefaqs.com/tg16/588906-bomberman"
"Bomberman '93","US","Miscellaneous,Puzzle,Action","Bomberman '93 is a Miscellaneous game, developed and published by Hudson,which was released in Japan in 1992.","8.0","7.4","","Hudson","1993 ","http://www.gamefaqs.com/tg16/588907-bomberman-93"
"Bomberman '93 Special Version","JP","Miscellaneous,Puzzle,Action","Bomberman '93 is a Miscellaneous game, developed and published by Hudson,which was released in Japan in 1992.","8.0","7.4","","Hudson","1993 ","http://www.gamefaqs.com/tg16/588907-bomberman-93"
"Bomberman '93","US","Miscellaneous,Puzzle,Action","Bomberman '93 is a Miscellaneous game, developed and published by Hudson,which was released in Japan in 1992.","8.0","7.4","","Hudson","1993 ","http://www.gamefaqs.com/tg16/588907-bomberman-93"
"Bomberman '93 Special Version","JP","Miscellaneous,Puzzle,Action","Bomberman '93 is a Miscellaneous game, developed and published by Hudson,which was released in Japan in 1992.","8.0","7.4","","Hudson","1993 ","http://www.gamefaqs.com/tg16/588907-bomberman-93"
"Bomberman '94","US","Miscellaneous,Puzzle,Action","Bomberman '94 is a Miscellaneous game, published by Hudson,which was released in Japan in 1993.","6.5","7.8","","Hudson","Mar 23, 2009 ","http://www.gamefaqs.com/tg16/588908-bomberman-94"
"Bomberman: Users Battle","US","Miscellaneous,Puzzle,Action","Bomberman: Users Battle is a Miscellaneous game, developed and published by Hudson,which was released in Japan in 1990.","n/a","n/a","n/a","Hudson","1990 ","http://www.gamefaqs.com/tg16/605538-bomberman-users-battle"
"Bonk 3: Bonk's Big Adventure","US","Action,Platformer,2D","Bonk 3: Bonk's Big Adventure is an Action game, developed and published by Hudson,which was released in Japan in 1993.","6.5","7.3","","Hudson","1993 ","http://www.gamefaqs.com/tg16/588910-bonk-3-bonks-big-adventure"
"PC Genjin 3","JP","Action,Platformer,2D","Bonk 3: Bonk's Big Adventure is an Action game, developed and published by Hudson,which was released in Japan in 1993.","6.5","7.3","","Hudson","1993 ","http://www.gamefaqs.com/tg16/588910-bonk-3-bonks-big-adventure"
"PC Genjin 3 Special","JP","Action,Platformer,2D","Bonk 3: Bonk's Big Adventure is an Action game, developed and published by Hudson,which was released in Japan in 1993.","6.5","7.3","","Hudson","1993 ","http://www.gamefaqs.com/tg16/588910-bonk-3-bonks-big-adventure"
"Bonk's Adventure","US","Action,Platformer,2D","Bonk yourself out in this head-buttin', head-splittin' adventure. As Bonk the Caveman, use your head against Kongo Zilla, Tractorhead and the wackiest array of prehistoric foes ever seen. Be sure to eat your meat-and-vegetables as you power-up to battle Evil King Drool himself. It's a real headbanger!","8.6","7.6","","Hudson","1990 ","http://www.gamefaqs.com/tg16/588909-bonks-adventure"
"PC Genjin","JP","Action,Platformer,2D","Bonk yourself out in this head-buttin', head-splittin' adventure. As Bonk the Caveman, use your head against Kongo Zilla, Tractorhead and the wackiest array of prehistoric foes ever seen. Be sure to eat your meat-and-vegetables as you power-up to battle Evil King Drool himself. It's a real headbanger!","8.6","7.6","","Hudson","1990 ","http://www.gamefaqs.com/tg16/588909-bonks-adventure"
"Bonk's Revenge","US","Action,Platformer,2D","Bonk's Revenge is an Action game, developed by Mutech and published by Hudson,which was released in Japan in 1991.","7.3","7.8","","Mutech","1991 ","http://www.gamefaqs.com/tg16/588911-bonks-revenge"
"PC Genjin 2","JP","Action,Platformer,2D","Bonk's Revenge is an Action game, developed by Mutech and published by Hudson,which was released in Japan in 1991.","7.3","7.8","","Mutech","1991 ","http://www.gamefaqs.com/tg16/588911-bonks-revenge"
"Bouken Danshaku Don: The Lost Sunheart","US","Action,Shooter,Scrolling","Bouken Danshaku Don: The Lost Sunheart is an Action game, developed by Manjyudo and published by I'Max,which was released in Japan in 1992.","n/a","8.0","n/a","Manjyudo","Jan4, 1992 ","http://www.gamefaqs.com/tg16/589021-bouken-danshaku-don-the-lost-sunheart"
"Boxyboy","US","Miscellaneous,Puzzle,General","Boxyboy is a Miscellaneous game, developed and published by Media Rings,which was released in Japan in 1990.","n/a","6.5","n/a","Media Rings","1990 ","http://www.gamefaqs.com/tg16/579586-boxyboy"
"Soukoban World","JP","Miscellaneous,Puzzle,General","Boxyboy is a Miscellaneous game, developed and published by Media Rings,which was released in Japan in 1990.","n/a","6.5","n/a","Media Rings","1990 ","http://www.gamefaqs.com/tg16/579586-boxyboy"
"Bravoman","US","Action,Beat-'Em-Up","Bravoman is an Action game, developed by Now Production and published by Namco,which was released in Japan in 1990.","7.5","4.9","","Now Production","1990 ","http://www.gamefaqs.com/tg16/588914-bravoman"
"Chouzetsu Rinjin Bravoman","JP","Action,Beat-'Em-Up","Bravoman is an Action game, developed by Now Production and published by Namco,which was released in Japan in 1990.","7.5","4.9","","Now Production","1990 ","http://www.gamefaqs.com/tg16/588914-bravoman"
"Break In","US","Sports,General","Break In is a Sports game, published by Naxat Soft,which was released in 1989.","n/a","4.0","","Naxat Soft","Aug 10, 1989 ","http://www.gamefaqs.com/tg16/588915-break-in"
"Bubblegum Crash","US","Adventure,First-Person,Modern","Bubblegum Crash is an Adventure game, developed by Spiel and published by Naxat Soft,which was released in Japan in 1991.","n/a","7.3","n/a","Spiel","Dec6, 1991 ","http://www.gamefaqs.com/tg16/588916-bubblegum-crash"
"Bullfight Ring no Hasha","US","Sports,Traditional,Boxing","Bullfight Ring no Hasha is a Sports game, published by Cream,which was released in Japan in 1989.","n/a","n/a","n/a","Cream","Dec8, 1989 ","http://www.gamefaqs.com/tg16/588917-bullfight-ring-no-hasha"
"Burning Angels","US","Action,Shooter,Scrolling","Burning Angels is an Action game, developed by Zap and published by Naxat Soft,which was released in Japan in 1990.","7.0","7.1","n/a","Zap","Dec7, 1990 ","http://www.gamefaqs.com/tg16/588918-burning-angels"
"Cadash","US","Role-Playing,Action RPG","Cadash is a Role-Playing game, developed by ITL and published by Taito Corporation,which was released in Japan in 1991.","10.0","7.2","n/a","ITL","1991 ","http://www.gamefaqs.com/tg16/588919-cadash"
"Champion Wrestler","US","Action,Fighting,Wrestling","Champion Wrestler is an Action game, developed by Cream and published by Taito Corporation,which was released in Japan in 1990.","n/a","5.0","n/a","Cream","Dec 14, 1990 ","http://www.gamefaqs.com/tg16/588920-champion-wrestler"
"Champions Forever Boxing","US","Sports,Traditional,Boxing","Champions Forever Boxing is a Sports game, developed by Distinctive Software, Inc. and published by Turbo Technologies, Inc.,which was released in 1991.","n/a","5.5","n/a","Distinctive Software, Inc.","1991 ","http://www.gamefaqs.com/tg16/588921-champions-forever-boxing"
"Chase H.Q.","US","Driving,Racing,Arcade","The fastest, most thrilling, 3D driving game yet! Take the wheel of your turbo-charged Porsche as you and your partner go in pursuit of dangerous criminals all driving an evil array of souped-up roadsters. TURBO BOOST! Need to catch up in a hurry? Well, just one press of your Turbo Button will leave your eyes in the back of your head! Barrelling through the city streets, along the roughest of dirt tracks and through busy tunnels - if you can hold the line! The low-life can run, but they can't hide...","n/a","6.6","","Daiei Seisakusho","1992 ","http://www.gamefaqs.com/tg16/589130-chase-hq"
"Taito Chase H.Q.","JP","Driving,Racing,Arcade","The fastest, most thrilling, 3D driving game yet! Take the wheel of your turbo-charged Porsche as you and your partner go in pursuit of dangerous criminals all driving an evil array of souped-up roadsters. TURBO BOOST! Need to catch up in a hurry? Well, just one press of your Turbo Button will leave your eyes in the back of your head! Barrelling through the city streets, along the roughest of dirt tracks and through busy tunnels - if you can hold the line! The low-life can run, but they can't hide...","n/a","6.6","","Daiei Seisakusho","1992 ","http://www.gamefaqs.com/tg16/589130-chase-hq"
"Chew-Man-Fu","US","Miscellaneous,Puzzle,General","Chew-Man-Fu is a Miscellaneous game, developed by Now Production and published by Hudson,which was released in Japan in 1990.","8.0","6.8","","Now Production","1990 ","http://www.gamefaqs.com/tg16/579587-chew-man-fu"
"Be Ball","JP","Miscellaneous,Puzzle,General","Chew-Man-Fu is a Miscellaneous game, developed by Now Production and published by Hudson,which was released in Japan in 1990.","8.0","6.8","","Now Production","1990 ","http://www.gamefaqs.com/tg16/579587-chew-man-fu"
"Chew-Man-Fu","US","Miscellaneous,Puzzle,General","Chew-Man-Fu is a Miscellaneous game, developed by Now Production and published by Hudson,which was released in Japan in 1990.","8.0","6.8","","Now Production","1990 ","http://www.gamefaqs.com/tg16/579587-chew-man-fu"
"Be Ball","JP","Miscellaneous,Puzzle,General","Chew-Man-Fu is a Miscellaneous game, developed by Now Production and published by Hudson,which was released in Japan in 1990.","8.0","6.8","","Now Production","1990 ","http://www.gamefaqs.com/tg16/579587-chew-man-fu"
"Chibi Maruko-Chan","US","Miscellaneous,Board Games","Chibi Maruko-Chan is a Miscellaneous game, published by Namco,which was released in Japan in 1992.","n/a","n/a","n/a","Namco","Jan 10, 1992 ","http://www.gamefaqs.com/tg16/588923-chibi-maruko-chan"
"Chibi Maruko-Chan: Quiz de Piihyara","JP","Miscellaneous,Board Games","Chibi Maruko-Chan is a Miscellaneous game, published by Namco,which was released in Japan in 1992.","n/a","n/a","n/a","Namco","Jan 10, 1992 ","http://www.gamefaqs.com/tg16/588923-chibi-maruko-chan"
"Chibi Maruko-Chan","US","Miscellaneous,Board Games","Chibi Maruko-Chan is a Miscellaneous game, published by Namco,which was released in Japan in 1992.","n/a","n/a","n/a","Namco","Jan 10, 1992 ","http://www.gamefaqs.com/tg16/588923-chibi-maruko-chan"
"Chibi Maruko-Chan: Quiz de Piihyara","JP","Miscellaneous,Board Games","Chibi Maruko-Chan is a Miscellaneous game, published by Namco,which was released in Japan in 1992.","n/a","n/a","n/a","Namco","Jan 10, 1992 ","http://www.gamefaqs.com/tg16/588923-chibi-maruko-chan"
"Chikudenya Toubee: BIT2 no Kubikiri Yakata Yori","US","Adventure,General","Chikudenya Toubee: BIT2 no Kubikiri Yakata Yori is an Adventure game, published by Naxat Soft,which was released in Japan in 1990.","n/a","n/a","n/a","Naxat Soft","Jan 26, 1990 ","http://www.gamefaqs.com/tg16/588924-chikudenya-toubee-bit2-no-kubikiri-yakata-yori"
"China Warrior","US","Action,Beat-'Em-Up","China Warrior is an Action game, developed and published by Hudson,which was released in Japan in 1987.","3.4","4.6","","Hudson","1989 ","http://www.gamefaqs.com/tg16/588925-china-warrior"
"The Kung Fu","JP","Action,Beat-'Em-Up","China Warrior is an Action game, developed and published by Hudson,which was released in Japan in 1987.","3.4","4.6","","Hudson","1989 ","http://www.gamefaqs.com/tg16/588925-china-warrior"
"Bravoman","US","Action,Beat-'Em-Up","Bravoman is an Action game, developed by Now Production and published by Namco,which was released in Japan in 1990.","7.5","4.9","","Now Production","1990 ","http://www.gamefaqs.com/tg16/588914-bravoman"
"Chouzetsu Rinjin Bravoman","JP","Action,Beat-'Em-Up","Bravoman is an Action game, developed by Now Production and published by Namco,which was released in Japan in 1990.","7.5","4.9","","Now Production","1990 ","http://www.gamefaqs.com/tg16/588914-bravoman"
"Circus Lido","US","Miscellaneous,Puzzle,General","Circus Lido is a Miscellaneous game, published by Unipost,which was released in Japan in 1991.","n/a","6.5","n/a","Unipost","Apr6, 1991 ","http://www.gamefaqs.com/tg16/588926-circus-lido"
"City Hunter","US","Action,General","City Hunter is an Action game, published by SunSoft,which was released in Japan in 1990.","n/a","5.8","n/a","SunSoft","Mar2, 1990 ","http://www.gamefaqs.com/tg16/588927-city-hunter"
"Columns","US","Miscellaneous,Puzzle,Matching","Drift back to ancient Phoenicia and challenge yourself with Columns, a game favored by middle eastern merchants. In this mesmerizing pastime, tinker with your riches to align glittering jewels across, down, or diagonally. As you line up colors, the gems vanish and more sparklers drop from above. The challenge increases as the jewels fall more rapidly. You must quickly align them before the columns reach the top. Imagine yourself on the warm Mediterranean coast, or drifting over a languid sea. Forget the passage of time, and tickle your mind with Columns, the brilliant game of strategy and skill.","n/a","6.3","n/a","Laser Soft","Mar 29, 1991 ","http://www.gamefaqs.com/tg16/588929-columns"
"Coryoon","US","Action,Shooter,Scrolling","Coryoon is an Action game, published by Naxat Soft,which was released in Japan in 1991.","7.5","7.7","","Naxat Soft","Nov 29, 1991 ","http://www.gamefaqs.com/tg16/588930-coryoon"
"Cratermaze","US","Action,General","Cratermaze is a comical action game set in a parallel world. While on a trip through time, you and your friends are confronted by Kublai, henchman to the evil Zenzombie. He traps your friends at separate points in the space-time continuum. Now you must fight your way through 60 rounds of mazes to save your friends. Dinosaurs, ninjas, robots and other enemies lurk within the mazes, spanning from primitive times to the future. Escape the enemies by digging holes to trap them in and then filling the holes to finish them off.","7.0","7.2","","Hudson","1990 ","http://www.gamefaqs.com/tg16/588931-cratermaze"
"Doraemon: Meikyuu Daisakusen","JP","Action,General","Cratermaze is a comical action game set in a parallel world. While on a trip through time, you and your friends are confronted by Kublai, henchman to the evil Zenzombie. He traps your friends at separate points in the space-time continuum. Now you must fight your way through 60 rounds of mazes to save your friends. Dinosaurs, ninjas, robots and other enemies lurk within the mazes, spanning from primitive times to the future. Escape the enemies by digging holes to trap them in and then filling the holes to finish them off.","7.0","7.2","","Hudson","1990 ","http://www.gamefaqs.com/tg16/588931-cratermaze"
"Cross Wiber: Cyber Combat Police","US","Action,General","Cross Wiber: Cyber Combat Police is an Action game, developed by Sankindo and published by Face,which was released in Japan in 1990.","n/a","6.7","n/a","Sankindo","Dec 21, 1990 ","http://www.gamefaqs.com/tg16/579914-cross-wiber-cyber-combat-police"
"Cyber-Core","US","Action,Shooter,Scrolling","Cyber-Core is an Action game, developed by Alfa System and published by IGS,which was released in Japan in 1990.","6.5","7.0","","Alfa System","1990 ","http://www.gamefaqs.com/tg16/588933-cyber-core"
"Cyber Cross","US","Action,General","Cyber Cross is an Action game, developed by ITL and published by Face,which was released in Japan in 1989.","9.0","5.7","n/a","ITL","Jun 23, 1989 ","http://www.gamefaqs.com/tg16/588934-cyber-cross"
"Cyberpunk Dodgeball","US","Sports,General","Cyberpunk Dodgeball is a Sports game, developed by Compile and published by Tonkin House,which was released in Japan in 1992.","n/a","3.3","n/a","Compile","Jan 31, 1992 ","http://www.gamefaqs.com/tg16/588936-cyberpunk-dodgeball"
"Cyber Dodge","JP","Sports,General","Cyberpunk Dodgeball is a Sports game, developed by Compile and published by Tonkin House,which was released in Japan in 1992.","n/a","3.3","n/a","Compile","Jan 31, 1992 ","http://www.gamefaqs.com/tg16/588936-cyberpunk-dodgeball"
"Cyber Knight","US","Role-Playing,General","Cyber Knight is a Role-Playing game, developed by Compile and published by Tonkin House,which was released in Japan in 1990.","n/a","n/a","n/a","Compile","Oct 12, 1990 ","http://www.gamefaqs.com/tg16/588935-cyber-knight"
"Cyber-Core","US","Action,Shooter,Scrolling","Cyber-Core is an Action game, developed by Alfa System and published by IGS,which was released in Japan in 1990.","6.5","7.0","","Alfa System","1990 ","http://www.gamefaqs.com/tg16/588933-cyber-core"
"Cyberpunk Dodgeball","US","Sports,General","Cyberpunk Dodgeball is a Sports game, developed by Compile and published by Tonkin House,which was released in Japan in 1992.","n/a","3.3","n/a","Compile","Jan 31, 1992 ","http://www.gamefaqs.com/tg16/588936-cyberpunk-dodgeball"
"Cyber Dodge","JP","Sports,General","Cyberpunk Dodgeball is a Sports game, developed by Compile and published by Tonkin House,which was released in Japan in 1992.","n/a","3.3","n/a","Compile","Jan 31, 1992 ","http://www.gamefaqs.com/tg16/588936-cyberpunk-dodgeball"
"Dai Makai-Mura","US","Action,Platformer,2D","Dai Makai-Mura is an Action game, developed by Alfa System and published by NEC Interchannel,which was released in Japan in 1990.","9.0","7.0","n/a","Alfa System","Jul 27, 1990 ","http://www.gamefaqs.com/tg16/579656-dai-makai-mura"
"Daichikun Crisis: Do Natural","US","Strategy,Breeding/Constructing","Daichikun Crisis: Do Natural is a Strategy game, published by Salio,which was released in Japan in 1989.","n/a","5.0","n/a","Salio","Nov 22, 1989 ","http://www.gamefaqs.com/tg16/579507-daichikun-crisis-do-natural"
"Daisenpuu","US","Action,Shooter,Scrolling","Daisenpuu is an Action game, developed by Toaplan and published by NEC Interchannel,which was released in Japan in 1990.","n/a","6.0","n/a","Toaplan","Dec 14, 1990 ","http://www.gamefaqs.com/tg16/579912-daisenpuu"
