"Title","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL",
"Ajax","Action,Shooter,Scrolling","Ajax is an Action game, developed and published by Konami,which was released in 1987.","10.0","7.8","n/a","Konami","1987 ","http://www.gamefaqs.com/arcade/565459-ajax"
"Bay Route","Action,General","Bay Route is an Action game, developed by SunSoft and published by Sega,which was released in 1989.","n/a","7.0","n/a","SunSoft","1989 ","http://www.gamefaqs.com/arcade/566593-bay-route"
"Bazooka","Action,Shooter,Light Gun","Bazooka is an Action game, developed and published by Project Support Engineering,which was released in 1977.","n/a","n/a","n/a","Project Support Engineering","1977 ","http://www.gamefaqs.com/arcade/566594-bazooka"
"Beach Head 2000","Action,General","Beach Head 2000 is an Action game, developed by Digital Fusion Inc. and published by Tsunami Visual Technologies,which was released in 2000.","n/a","5.3","n/a","Digital Fusion Inc.","2000 ","http://www.gamefaqs.com/arcade/567334-beach-head-2000"
"Beach Spikers","Sports,Traditional,Volleyball","Beach Spikers is a Sports game, published by Sega,which was released in Japan in 2001.","n/a","2.0","n/a","Sega","2001 ","http://www.gamefaqs.com/arcade/566257-beach-spikers"
"Beast Busters","Action,Shooter,Light Gun","Beast Busters is an Action game, developed and published by SNK,which was released in Japan in 1990.","8.0","7.3","n/a","SNK","1990 ","http://www.gamefaqs.com/arcade/581849-beast-busters"
"Beast Busters: Second Nightmare","Action,Shooter,Light Gun","Beast Busters: Second Nightmare is an Action game, developed and published by SNK,which was released in Japan in 1998.","n/a","6.0","n/a","SNK","Sep 11, 1998 ","http://www.gamefaqs.com/arcade/565715-beast-busters-second-nightmare"
"The Glob","Action,General","The Glob is an Action game, developed and published by Epos,which was released in 1983.","n/a","n/a","n/a","Epos","1983 ","http://www.gamefaqs.com/arcade/566595-the-glob"
"Beastorizer","Action,Fighting,3D","Beastorizer is an Action game, developed by Eighting/Raizing and published by Hudson,which was released in Japan in 1997.","n/a","6.0","n/a","Eighting/Raizing","1997 ","http://www.gamefaqs.com/arcade/564187-beastorizer"
"Beastorizer 2","Action,Fighting,3D","Beastorizer 2 is an Action game, developed by Eighting/Raizing and published by Hudson,which was released in Japan in 1999.","n/a","n/a","n/a","Eighting/Raizing","1999 ","http://www.gamefaqs.com/arcade/574662-beastorizer-2"
"Beat Head","Miscellaneous,Puzzle,General","Beat Head is a Miscellaneous game, developed and published by Atari Games (Midway),which was released in 1993.","n/a","n/a","n/a","Atari Games (Midway)","1993 ","http://www.gamefaqs.com/arcade/566596-beat-head"
"Beat Player 2000","Miscellaneous,Rhythm,Music","Beat Player 2000 is a Miscellaneous game, published by Comad,which was released in Japan in 2000.","n/a","n/a","n/a","Comad","2000 ","http://www.gamefaqs.com/arcade/566598-beat-player-2000"
"Cabal","Action,Shooter,Scrolling","Sweep through the occupied territory of D.R.A.T. - the Dreaded Republic of Allied Terrorists. You must blast your way through 20 action-packed screens. You'll be armed to the teeth with a powerful assault rifle and destructive grenades. Pick up extra firepower as you go, and pulverize everything in your path! Rely on your quickness, accuracy and savage wit to survive the fierce attacks from land, sea and air. Wipe out the entire terrorist camp before they wipe out you. It's the ultimate test. Are you ready to dare the danger?","6.0","7.7","n/a","TAD Corporation","1988 ","http://www.gamefaqs.com/arcade/584093-cabal"
"Tube-It","Miscellaneous,Puzzle,General","Tube-It is a Miscellaneous game, developed and published by Taito Corporation,which was released in Japan in 1993.","n/a","3.5","n/a","Taito Corporation","1993 ","http://www.gamefaqs.com/arcade/566798-tube-it"
"Cadash","Action,General","Cadash is an Action game, developed and published by Taito Corporation,which was released in 1989.","n/a","6.8","n/a","Taito Corporation","1989 ","http://www.gamefaqs.com/arcade/563943-cadash"
"Cadillacs & Dinosaurs","Action,Beat-'Em-Up","Cadillacs & Dinosaurs is an Action game, developed and published by Capcom,which was released in Japan in 1993.","8.8","8.0","","","","http://www.gamefaqs.com/arcade/575551-cadillacs-and-dinosaurs"
"Cadillacs & Dinosaurs","Action,Beat-'Em-Up","Cadillacs & Dinosaurs is an Action game, developed and published by Capcom,which was released in Japan in 1993.","8.8","8.0","","","","http://www.gamefaqs.com/arcade/575551-cadillacs-and-dinosaurs"
"Cadillacs & Dinosaurs","Action,Beat-'Em-Up","Cadillacs & Dinosaurs is an Action game, developed and published by Capcom,which was released in Japan in 1993.","8.8","8.0","","","","http://www.gamefaqs.com/arcade/575551-cadillacs-and-dinosaurs"
"Cafe Break","Miscellaneous,Board Games","Cafe Break is a Miscellaneous game, developed and published by Dynax,which was released in Japan in 1999.","n/a","n/a","n/a","Dynax","1999 ","http://www.gamefaqs.com/arcade/567393-cafe-break"
"Cal.50","Action,Shooter,Scrolling","Cal.50 is an Action game, developed by Seta Corporation and published by Romstar,which was released in 1989.","7.0","7.5","n/a","Seta Corporation","1989 ","http://www.gamefaqs.com/arcade/566799-cal50"
"California Chase","Driving,Racing,Arcade","California Chase is a Driving game, developed and published by Game Room,which was released in 1989.","n/a","n/a","n/a","Game Room","1989 ","http://www.gamefaqs.com/arcade/566800-california-chase"
"California Speed","Driving,Racing,Arcade","Welcome to the Golden State! But if you want to see it all, don't blink 'cuz you'll be traveling at a cool 145 mph! Blast by landmarks at eye-popping velocity, while maintaining smooth control over your vehicle. Get in, grab the wheel and drive like the speed demon you are! We'll get your motor running! Race at night, in overcast conditions or on one of those typically sunny California days. Got your shades?","5.0","6.5","n/a","Atari Games (Midway)","1998 ","http://www.gamefaqs.com/arcade/562639-california-speed"
"Calipso","Action,General","Calipso is an Action game, developed and published by Tago Electronics,which was released in 1982.","n/a","n/a","n/a","Tago Electronics","1982 ","http://www.gamefaqs.com/arcade/566802-calipso"
"Calorie Vs. Moguranian","Action,Platformer,2D","Calorie Vs. Moguranian is an Action game, published by Sega,which was released in Japan in 1986.","n/a","n/a","n/a","Sega","1986 ","http://www.gamefaqs.com/arcade/567674-calorie-vs-moguranian"
"Cameltry","Action,General","Major improvement have been done to the control interface!2 new control interfaces, &#34;Tilt&#34; and &#34;Flick&#34;, enables more intuitive, smooth and addictive game control!-Tilt : The Orb will fall in the tilted direction.-Flick : The stage will rotate in the flicked direction.Auto save system : Players can now continue the game from the beginning of the suspended stage.--------------------------------------------The story of a soul lost within a labyrinth painting&hellip;Welcome to the world of CAMELTRY!First released in 1989 as an arcade game, CAMELTRY, has been revitalized with a new worldview.Overcome a myriad of obstacles as you set out for the goal within this labyrinth of illusions.Gather items placed throughout the labyrinth to unlock hidden stages.In the end, will you be able to reach the final painting and escape this enigmatic world?Controls:-Roll your Orb to the goal by tilting your iPhone/iPod touch or touching the screen to rotate the stage.-Be careful, if you touch a time loss block your remaining time will decrease.-Some blocks can be destroyed if the Orb hits them with a strong enough momentum.-You can also make the Orb jump by lightly tapping your Orb or tilting your iPhone/iPod Touch back and forth on its axis to shake the stage.Game Modes:Practice Mode: Learn about the controls and items Enigma Mode: Collect items throughout the stages to unlock hidden paintings.Keyword: Puzzle, maze, labyrinth, orb, old, classic, arcade, video, rotation, roling, gyre, action, block, pinball, drop, descent, dip, fall, enigma, puzzle, riddle, code, password, secret, illusion, illusionism, fake, da Vinci, Escher.Languages:English, Japanese","n/a","7.3","n/a","Taito Corporation","1989 ","http://www.gamefaqs.com/arcade/566803-cameltry"
"Cannon Ball","Miscellaneous,Puzzle,General","Cannon Ball is a Miscellaneous game, developed and published by Yunsung,which was released in 1995.","n/a","n/a","n/a","Yunsung","1995 ","http://www.gamefaqs.com/arcade/566804-cannon-ball"
"Cannon Spike","Action,Shooter,Scrolling","Far into the future, a rogue group of terrorist robots wreak havoc on the world and it's citizens. The Anti Robot Squad Special Forces has been created to overthrow these radical robots. With an arsenal of weapons and high-powered Motor Boots, you must lead a courageous legion of seven members through multiple levels of robotic terror, huge bosses and other evils. Prepare yourself for the ultimate in speed, strategy and firepower.","n/a","n/a","n/a","Psikyo","2000 ","http://www.gamefaqs.com/arcade/580998-cannon-spike"
"Canyon Bomber","Action,General","Canyon Bomber is an Action game, developed by Atari Games (Midway) and published by Atari,which was released in 1977.","n/a","10.0","n/a","Atari Games (Midway)","1977 ","http://www.gamefaqs.com/arcade/566805-canyon-bomber"
"Capcom Baseball","Sports,Traditional,Baseball,Arcade","Capcom Baseball is a Sports game, published by Capcom,which was released in Japan in 1989.","n/a","n/a","n/a","Capcom","October 1989 ","http://www.gamefaqs.com/arcade/581013-capcom-baseball"
"Capcom Bowling","Sports,Alternative,Bowling","Capcom Bowling is a Sports game, developed and published by Incredible Technologies,which was released in 1988.","8.0","6.7","n/a","Incredible Technologies","1988 ","http://www.gamefaqs.com/arcade/583850-capcom-bowling"
"Capcom Fighting All-Stars","Action,Fighting,3D","Capcom Fighting All-Stars is an Action game, developed and published by Capcom,which was cancelled before it was released.","","","","","","http://www.gamefaqs.com/arcade/583053-capcom-fighting-all-stars"
"Capcom Fighting Evolution","Action,Fighting,2D","Legendary fighters from five Capcom arcade classics finally meet in one totally cool, totally old-school game! This all-new game lets you choose from characters spanning Street Fighter II, Street Fighter III, Street Fighter Alpha, Darkstalkers and Red Earth, never before released in the U.S.","n/a","6.8","n/a","Capcom","Oct 24, 2004 ","http://www.gamefaqs.com/arcade/924642-capcom-fighting-evolution"
"Capcom Fighting Evolution","Action,Fighting,2D","Legendary fighters from five Capcom arcade classics finally meet in one totally cool, totally old-school game! This all-new game lets you choose from characters spanning Street Fighter II, Street Fighter III, Street Fighter Alpha, Darkstalkers and Red Earth, never before released in the U.S.","n/a","6.8","n/a","Capcom","Oct 24, 2004 ","http://www.gamefaqs.com/arcade/924642-capcom-fighting-evolution"
"Capcom Golf","Sports,Traditional,Golf,Sim","Capcom Golf is a Sports game, developed and published by Capcom,which was released in Japan in 1991.","n/a","n/a","n/a","Capcom","April 1991 ","http://www.gamefaqs.com/arcade/581020-capcom-golf"
"Capcom Sports Club","Sports,General","Capcom Sports Club is a Sports game, developed and published by Capcom,which was released in Japan in 1997.","n/a","8.0","n/a","Capcom","1997 ","http://www.gamefaqs.com/arcade/569267-capcom-sports-club"
"Capcom vs. SNK 2","Action,Fighting,2D","Capcom vs. SNK 2 is an Action game, developed and published by Capcom,which was released in Japan in 2001.","8.2","8.2","n/a","Capcom","2001 ","http://www.gamefaqs.com/arcade/562704-capcom-vs-snk-2"
"Capcom vs. SNK 2","Action,Fighting,2D","Capcom vs. SNK 2 is an Action game, developed and published by Capcom,which was released in Japan in 2001.","8.2","8.2","n/a","Capcom","2001 ","http://www.gamefaqs.com/arcade/562704-capcom-vs-snk-2"
"Capcom vs. SNK 2","Action,Fighting,2D","Capcom vs. SNK 2 is an Action game, developed and published by Capcom,which was released in Japan in 2001.","8.2","8.2","n/a","Capcom","2001 ","http://www.gamefaqs.com/arcade/562704-capcom-vs-snk-2"
"Capcom vs. SNK: Millennium Fight 2000","Action,Fighting,2D","nster corporations at war. One solution. A massive martial arts event is organized to settle the score and eliminate conflict between the two parties. Join over 25 brawlers from Camcom's legendary Street Fighter&reg; and SNK's world-renowned King of Fighters™ series as they fight for universal domination. Capcom vs. SNK... the ultimate collision of strength and power.","7.0","8.4","n/a","Capcom","2000 ","http://www.gamefaqs.com/arcade/562996-capcom-vs-snk-millennium-fight-2000"
"Capcom vs. SNK: Millennium Fight 2000 Pro","Action,Fighting,2D","Capcom vs. SNK: Millennium Fight 2000 Pro is an Action game, developed and published by Capcom,which was released in Japan in 2000.","n/a","7.0","n/a","Capcom","2000 ","http://www.gamefaqs.com/arcade/641352-capcom-vs-snk-millennium-fight-2000-pro"
"Capsule Invader","Action,Shooter,Scrolling","Capsule Invader is an Action game, developed and published by Irem,which was released in 1979.","n/a","n/a","n/a","Irem","1979 ","http://www.gamefaqs.com/arcade/566806-capsule-invader"
"Captain America and the Avengers","Action,Beat-'Em-Up","Red Skull is back with a sinister mind-control device to command the most evil supervillains on earth against the forces of good. The supervillains want to control the universe! Captain America and the Avengers are the world's last hope in this battle against evil Join Cap, Iron Man, Hawkeye and Vision, as they combine their special powers with your skills in a last ditch effort to defeat Red Skill and his evil henchmen. Succeed, and you're a hero. Fail, and we'll revoke your Avengers security clearance!","7.5","7.3","n/a","Data East","1991 ","http://www.gamefaqs.com/arcade/583884-captain-america-and-the-avengers"
"Captain Commando","Action,Beat-'Em-Up","Captain Commando is an Action game, developed and published by Capcom,which was released in Japan in 1991.","7.0","7.8","n/a","Capcom","1991 ","http://www.gamefaqs.com/arcade/583851-captain-commando"
"Captain Silver","Action,Beat-'Em-Up","Captain Silver is an Action game, developed and published by Data East,which was released in 1987.","3.0","7.0","n/a","Data East","1987 ","http://www.gamefaqs.com/arcade/566807-captain-silver"
"Captain Tomaday","Action,Shooter,Scrolling","Captain Tomaday is an Action game, developed by Visco and published by SNK,which was released in Japan in 1999.","n/a","6.5","n/a","Visco","May 27, 1999 ","http://www.gamefaqs.com/arcade/581786-captain-tomaday"
"Captain Zapp","Adventure,Interactive Movie","Captain Zapp is an Adventure game, developed and published by Universal,which was released in 1985.","n/a","n/a","n/a","Universal","1985 ","http://www.gamefaqs.com/arcade/566808-captain-zapp"
"Car Jamboree","Action,General","Car Jamboree is an Action game, published by Omori Electronics,which was released in 1983.","n/a","n/a","n/a","Omori Electronics","1983 ","http://www.gamefaqs.com/arcade/582153-car-jamboree"
"Car Polo","Sports,General","Car Polo is a Sports game, developed and published by Exidy,which was released in 1977.","n/a","n/a","n/a","Exidy","1977 ","http://www.gamefaqs.com/arcade/566809-car-polo"
"CarnEvil","Action,General","CarnEvil is an Action game, developed and published by Midway,which was released in 1999.","7.1","6.6","n/a","Midway","1999 ","http://www.gamefaqs.com/arcade/574651-carnevil"
"Carnival","Action,General","Ready... aim... fire! It's the closest thing you'll ever find to an old-fashioned shooting gallery! You'll blast away at a wide variety of moving targets, as you test your marksmanship and skill. Track 'em down, line up your shots and fire at will, but use each bullet wisely because your ammunition is limited! How many targets can you hit before you run out of bullets?","4.0","5.0","n/a","Sega","1980 ","http://www.gamefaqs.com/arcade/563944-carnival"
"Carrier Air Wing","Action,Shooter,Scrolling","Carrier Air Wing is an Action game, developed and published by Capcom,which was released in Japan in 1990.","9.0","7.4","n/a","Capcom","1990 ","http://www.gamefaqs.com/arcade/579189-carrier-air-wing"
"CART Fury","Driving,Racing,Arcade","CART Fury is a Driving game, developed and published by Midway,which was released in 2000.","9.0","9.0","n/a","Midway","2000 ","http://www.gamefaqs.com/arcade/577206-cart-fury"
"Casino 5","Miscellaneous,Parlor,Gambling","Casino 5 is a Miscellaneous game, published by Merit Studios,which was released in 1987.","n/a","n/a","n/a","Merit Studios","1987 ","http://www.gamefaqs.com/arcade/566810-casino-5"
"Casino Classic","Miscellaneous,Parlor,Gambling","Casino Classic is a Miscellaneous game, published by Viking,which was released in 1987.","n/a","n/a","n/a","Viking","1987 ","http://www.gamefaqs.com/arcade/566812-casino-classic"
"Casino Strip","Miscellaneous,Parlor,Gambling","Casino Strip is a Miscellaneous game, published by Status,which was released in 1985.","n/a","n/a","n/a","Status","1985 ","http://www.gamefaqs.com/arcade/566813-casino-strip"
"Castle of Dragon","Action,General","Princess Amoreena has been carried away by the evil offspring of Darklarza the Dragon Master. Geraden, Duke of Menlary, needs your help to defeat the hideous legions of the undead to secure the Instruments of Darklarza's demise.","5.0","6.5","n/a","Athena","1989 ","http://www.gamefaqs.com/arcade/584059-castle-of-dragon"
"Cavelon","Action,General","Cavelon is an Action game, published by Jetsoft,which was released in 1983.","n/a","n/a","n/a","Jetsoft","1983 ","http://www.gamefaqs.com/arcade/566814-cavelon"
"Caveman","Miscellaneous,Parlor,Pinball","Caveman is a Miscellaneous game, developed and published by Gottlieb,which was released in 1981.","n/a","n/a","n/a","Gottlieb","1981 ","http://www.gamefaqs.com/arcade/566815-caveman"
"Caveman Ninja","Action,Platformer,2D","Caveman Ninja is an Action game, developed and published by Data East,which was released in 1991.","8.0","7.0","n/a","Data East","1991 ","http://www.gamefaqs.com/arcade/575625-caveman-ninja"
"Cemescary","Action,Beat-'Em-Up","Cemescary is an Action game, developed and published by NoSync,which was released in 1998.","n/a","n/a","n/a","NoSync","1998 ","http://www.gamefaqs.com/arcade/566816-cemescary"
"Center Court","Sports,Traditional,Tennis","Center Court is a Sports game, developed and published by Sega,which was released in Japan in 1987.","n/a","n/a","n/a","Sega","1987 ","http://www.gamefaqs.com/arcade/566817-center-court"
"Centipede","Action,Shooter,Static","An insidious invasion of multiplying insects (centipedes, jumping spiders, poisonous spiders, and frenzied fleas) pose different perils to the mushroom patch. You must repeatedly blast enraged creepers and stubborn obstacles or lose your enchanted fungus. Remember to listen for the distinctive sounds of the attacking bugs; and watch out for blasted centipede segments, each one grows a new head!","7.6","7.3","n/a","Atari Games (Midway)","1980 ","http://www.gamefaqs.com/arcade/563945-centipede"
"Cerberus","Action,Shooter,Scrolling","Cerberus is an Action game, developed and published by Cinematronics,which was released in 1985.","n/a","n/a","n/a","Cinematronics","1985 ","http://www.gamefaqs.com/arcade/566818-cerberus"
"Chack'n Pop","Action,General","Chack'n Pop is an Action game, developed and published by Taito Corporation,which was released in Japan in 1983.","n/a","4.3","n/a","Taito Corporation","1983 ","http://www.gamefaqs.com/arcade/566819-chackn-pop"
"Chain Reaction","Miscellaneous,Puzzle,General","Chain Reaction is a Miscellaneous game, developed and published by Data East,which was released in 1995.","n/a","4.5","n/a","Data East","1995 ","http://www.gamefaqs.com/arcade/583665-chain-reaction"
"Challenge","Action,General","Challenge is an Action game, developed and published by Mirco,which was released in 1974.","n/a","n/a","n/a","Mirco","1974 ","http://www.gamefaqs.com/arcade/566820-challenge"
"Challenger","Action,Shooter,Scrolling","Challenger is an Action game, published by Game Plan,which was released in 1981.","n/a","n/a","n/a","Game Plan","December 1981 ","http://www.gamefaqs.com/arcade/566821-challenger"
"Chameleon","Action,General","Chameleon is an Action game, developed and published by Jaleco Entertainment,which was released in 1983.","8.0","n/a","n/a","Jaleco Entertainment","1983 ","http://www.gamefaqs.com/arcade/582155-chameleon"
"Champion Baseball","Sports,Traditional,Baseball,Sim","This is a fully appealing and thrilling baseball game in which you can enjoy all imaginable kinds of baseball patterns one after another as in an actual game. This game allows you to compete against the computer team (the P team versus the C team). Also, this game now permits 2 players to compete against each other and assures that your enjoyment will be doubly increased.","n/a","n/a","n/a","Alpha Denshi","1983 ","http://www.gamefaqs.com/arcade/584034-champion-baseball"
"Champion Baseball II","Sports,Traditional,Baseball,Arcade","Champion Baseball II is a Sports game, developed by Alpha Denshi and published by Sega,which was released in 1983.","n/a","n/a","n/a","Alpha Denshi","1983 ","http://www.gamefaqs.com/arcade/566823-champion-baseball-ii"
"Champion Boxing","Sports,Traditional,Boxing","Excitement gradually builds up as you fight in each of the 90 second rounds in this 8 round bout. Your opponent is a tough young blonde fighter. Throw STRAIGHT, JAB and UPPERCUT punches directly to the opponent's face or his body. Keep up the flurry of fast and furious blows by taking advantage of your superior footwork. Warm up in Level 1 and then upgrade your skills by consecutively clearing the higher levels. If, in Level 5, you win by a 10 count KO, you'll become the world champion!","n/a","n/a","n/a","Sega","1983 ","http://www.gamefaqs.com/arcade/566824-champion-boxing"
"Champion Wrestler","Action,Fighting,Wrestling","Champion Wrestler is an Action game, developed and published by Taito Corporation,which was released in 1989.","n/a","8.0","n/a","Taito Corporation","1989 ","http://www.gamefaqs.com/arcade/584100-champion-wrestler"
"Championship Bowling","Sports,Alternative,Bowling","It's Friday night. You're in a four-player competition bowling game. The finest bowling game made. Championship Bowling! Use your standard NES controller. Select your character, a real person - no stick figures here! Choose your ball and bowl! Adjust your angle and power. Then, let that ball roll right down the alley. Crash! A strike! Now play to win! Now you know why we can say that Championship Bowling is the ultimate bowling simulation.","n/a","n/a","n/a","Romstar","1989 ","http://www.gamefaqs.com/arcade/566825-championship-bowling"
"Championship Shootout","Miscellaneous,General","Championship Shootout is a Miscellaneous game, developed and published by E-Plus,which was released in 1988.","n/a","n/a","n/a","E-Plus","1988 ","http://www.gamefaqs.com/arcade/566826-championship-shootout"
"Championship Sprint","Driving,Racing,Arcade","Championship Sprint is a Driving game, developed and published by Atari Games (Midway),which was released in 1986.","6.0","6.7","n/a","Atari Games (Midway)","1986 ","http://www.gamefaqs.com/arcade/583810-championship-sprint"
"Championship V'Ball","Sports,Traditional,Volleyball","Championship V'Ball is a Sports game, developed and published by Technos,which was released in 1988.","n/a","n/a","n/a","Technos","1988 ","http://www.gamefaqs.com/arcade/584131-championship-vball"
"Change Air Blade","Action,Shooter,Scrolling","Change Air Blade is an Action game, developed by Aisystem Tokyo and published by Sammy Studios,which was released in Japan in 1999.","n/a","6.3","n/a","Aisystem Tokyo","1999 ","http://www.gamefaqs.com/arcade/927709-change-air-blade"
"Change Lanes","Driving,Racing,Arcade","Change Lanes is a Driving game, developed by Software and Hardware Innovative Technologies and published by Taito Corporation,which was released in 1983.","n/a","n/a","n/a","Software and Hardware Innovative Technologies","1983 ","http://www.gamefaqs.com/arcade/566827-change-lanes"
"Changes","Action,General","Changes is an Action game, published by Orca,which was released in 1982.","n/a","n/a","n/a","Orca","1982 ","http://www.gamefaqs.com/arcade/566828-changes"
"Chaos Breaker","Action,Fighting,2D","Chaos Breaker is an Action game, published by Taito Corporation,which was released in Japan in 2004.","n/a","9.0","n/a","Taito Corporation","2004 ","http://www.gamefaqs.com/arcade/919910-chaos-breaker"
"Chaos Code","Action,Fighting,2D","Chaos Code is an Action game, developed by FK Digital and published by Sega,which was released in Japan in 2011.","n/a","7.5","n/a","FK Digital","Aug4, 2011 ","http://www.gamefaqs.com/arcade/959811-chaos-code"
"Chaos Code: New Sign of Catastrophe","Action,Fighting,2D","Chaos Code: New Sign of Catastrophe is an Action game, developed and published by FK Digital,with no announced release date.","","","","","","http://www.gamefaqs.com/arcade/704283-chaos-code-new-sign-of-catastrophe"
"Chaos Field","Action,Shooter,Scrolling","Chaos Field is O3 Entertainment's adaptation of the space-shooting Japanese arcade hit of the same name. The game includes three characters, five levels, and multiple weapons to assist you in your 2D shootouts. During gameplay, you can shoot other bullets as they fly at you and use an energy field to absorb the ones you miss. The game will be released on the Dreamcast in Japan.","n/a","n/a","n/a","MileStone Inc.","June 2004 ","http://www.gamefaqs.com/arcade/610350-chaos-field"
"Chaos Heat","Action,General","Chaos Heat is an Action game, published by Taito Corporation,which was released in 1998.","n/a","n/a","n/a","Taito Corporation","1998 ","http://www.gamefaqs.com/arcade/579030-chaos-heat"
"Charlie Ninja","Action,Beat-'Em-Up","Charlie Ninja is an Action game, developed and published by Mitchell,which was released in 1994.","n/a","3.5","n/a","Mitchell","1994 ","http://www.gamefaqs.com/arcade/566829-charlie-ninja"
"Chase Bombers","Driving,Racing,Arcade","Chase Bombers is a Driving game, developed and published by Taito Corporation,which was released in 1994.","n/a","n/a","n/a","Taito Corporation","1994 ","http://www.gamefaqs.com/arcade/566830-chase-bombers"
"Chase H.Q.","Driving,Racing,Arcade","The fastest, most thrilling, 3D driving game yet! Take the wheel of your turbo-charged Porsche as you and your partner go in pursuit of dangerous criminals all driving an evil array of souped-up roadsters. TURBO BOOST! Need to catch up in a hurry? Well, just one press of your Turbo Button will leave your eyes in the back of your head! Barrelling through the city streets, along the roughest of dirt tracks and through busy tunnels - if you can hold the line! The low-life can run, but they can't hide...","10.0","7.8","n/a","Taito Corporation","1988 ","http://www.gamefaqs.com/arcade/575748-chase-hq"
"Chase H.Q. 2","Driving,General","Chase H.Q. 2 is a Driving game, developed and published by Taito Corporation,which was released in Japan in 2007.","n/a","n/a","n/a","Taito Corporation","Dec 19, 2007 ","http://www.gamefaqs.com/arcade/606467-chase-hq-2"
"Check Man","Action,General","Check Man is an Action game, developed and published by Zilec-Zenitone,which was released in 1982.","n/a","n/a","n/a","Zilec-Zenitone","1982 ","http://www.gamefaqs.com/arcade/566831-check-man"
"Checkmate","Action,General","Checkmate is an Action game, developed and published by Midway,which was released in 1977.","n/a","n/a","n/a","Midway","1977 ","http://www.gamefaqs.com/arcade/566832-checkmate"
"Cheeky Mouse","Action,General","Cheeky Mouse is an Action game, developed and published by Universal,which was released in 1980.","n/a","n/a","n/a","Universal","1980 ","http://www.gamefaqs.com/arcade/566834-cheeky-mouse"
"Cheese Chase","Action,General","Cheese Chase is an Action game, developed and published by Art & Magic,which was released in 1994.","n/a","n/a","n/a","Art & Magic","1994 ","http://www.gamefaqs.com/arcade/566835-cheese-chase"
"Chelnov: Atomic Runner","Action,General","Chelnov: Atomic Runner is an Action game, developed and published by Data East,which was released in 1988.","8.0","7.3","n/a","Data East","1988 ","http://www.gamefaqs.com/arcade/583885-chelnov-atomic-runner"
"Chelnov: Atomic Runner","Action,General","Chelnov: Atomic Runner is an Action game, developed and published by Data East,which was released in 1988.","8.0","7.3","n/a","Data East","1988 ","http://www.gamefaqs.com/arcade/583885-chelnov-atomic-runner"
"Chequered Flag","Driving,Racing,Arcade","Chequered Flag is a Driving game, developed and published by Konami,which was released in 1988.","n/a","n/a","n/a","Konami","1988 ","http://www.gamefaqs.com/arcade/566836-chequered-flag"
"Cheyenne","Action,Shooter,Light Gun","Cheyenne is an Action game, developed and published by Exidy,which was released in 1984.","n/a","7.0","n/a","Exidy","1984 ","http://www.gamefaqs.com/arcade/583908-cheyenne"
"Maruko Deluxe Quiz","Miscellaneous,Trivia / Game Show","Maruko Deluxe Quiz is a Miscellaneous game, developed by Takara and published by SNK,which was released in Japan in 1995.","n/a","n/a","n/a","Takara","Nov 27, 1995 ","http://www.gamefaqs.com/arcade/565690-maruko-deluxe-quiz"
"Chicago 1929","Driving,Racing,Arcade","Chicago 1929 is a Driving game, developed and published by Sammy Studios,which was released in 2004.","n/a","n/a","n/a","Sammy Studios","March 2004 ","http://www.gamefaqs.com/arcade/919903-chicago-1929"
"Chicken Shift","Action,General","Chicken Shift is an Action game, developed and published by Bally Sente,which was released in 1984.","n/a","7.0","n/a","Bally Sente","1984 ","http://www.gamefaqs.com/arcade/566837-chicken-shift"
"Mega Twins","Action,General","Mega Twins is an Action game, developed and published by Capcom,which was released in Japan in 1990.","n/a","7.5","n/a","Capcom","1990 ","http://www.gamefaqs.com/arcade/581017-mega-twins"
"Chiller","Action,General","On a dull day in the Middle Ages, you overhear Town Elders discussing a sinister presence which has invaded the castle on the outskirts of town. Evil talismans hidden inside a castle have caused the dead to come back to life. If the spirits are not released quickly, they will mass into an army of the Undead and overtake the town! Creeping through the graveyard on your way to the castle, half-chewed arms and skulls with gnashing teeth attempt to stop you. Diabolical scenes greet you. Ever hear how a person sounds when in an iron maiden? But then you did say you wanted adventure, didn't you?","6.4","n/a","","","","http://www.gamefaqs.com/arcade/575624-chiller"
"Chimera Beast","Action,Shooter,Scrolling","Chimera Beast is an Action game, developed by C.P. Brain and published by Jaleco Entertainment,which was cancelled before it was released.","","","","","","http://www.gamefaqs.com/arcade/564104-chimera-beast"
"China Gate","Action,General","China Gate is an Action game, developed by Taito Corporation and published by Technos,which was released in Japan in 1988.","n/a","7.0","n/a","Taito Corporation","1988 ","http://www.gamefaqs.com/arcade/581032-china-gate"
"China Town","Miscellaneous,Puzzle,General","China Town is a Miscellaneous game, developed and published by Data East,which was released in Japan in 1991.","n/a","n/a","n/a","Data East","1991 ","http://www.gamefaqs.com/arcade/566838-china-town"
"Chinese Casino","Miscellaneous,Parlor,Gambling","Chinese Casino is a Miscellaneous game, developed and published by Video System,which was released in Japan in 1987.","2.0","n/a","n/a","Video System","1987 ","http://www.gamefaqs.com/arcade/582156-chinese-casino"
"Chinese Hero","Action,Fighting,2D","Chinese Hero is an Action game, developed and published by Taiyo System,which was released in 1984.","3.0","n/a","n/a","Taiyo System","1984 ","http://www.gamefaqs.com/arcade/566839-chinese-hero"
