"Title","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL",
"ADK World","Miscellaneous,Trivia / Game Show","ADK World is a Miscellaneous game, developed and published by ADK,which was released in Japan in 1995.","n/a","n/a","n/a","ADK","Nov 10, 1995 ","http://www.gamefaqs.com/neogeocd/565688-adk-world"
"NAM-1975","Action,Shooter,Scrolling","NAM-1975 is an Action game, developed and published by SNK,which was released in 1994.","n/a","7.3","n/a","SNK","Sep9, 1994 ","http://www.gamefaqs.com/neogeocd/922211-nam-1975"
"Neo Drift Out: New Technology","Driving,Racing,Arcade","Neo Drift Out: New Technology is a Driving game, developed by Visco and published by SNK,which was released in Japan in 1996.","n/a","n/a","n/a","Visco","Jul 26, 1996 ","http://www.gamefaqs.com/neogeocd/565701-neo-drift-out-new-technology"
"Neo Turf Masters","Sports,Traditional,Golf,Sim","The player picks one of six available golfers and competes on a number of golf courses around the world, including Japan (Fujiyama Oriental Golf Club), America (Grand Canyon Golf Course), Australia (Blue Lagoon Golf Course), and Germany (Baden Golf Course). The game features two modes of play. The first is Stroke Play, in which the player attempts to get the best score by playing all 18 holes. The second is Match Play, in which two players compete to see who can win more of the 18 holes. Get ready to hit the fairway!","n/a","8.0","n/a","Nazca","May1, 1996 ","http://www.gamefaqs.com/neogeocd/922308-neo-turf-masters"
"Neo-Geo CD","Hardware,Console","Neo-Geo CD is a Hardware game, developed and published by SNK,which was released in Japan in 1994.","8.0","7.2","n/a","SNK","1996 ","http://www.gamefaqs.com/neogeocd/916662-neo-geo-cd"
"Neo-Geo CD","Hardware,Console","Neo-Geo CD is a Hardware game, developed and published by SNK,which was released in Japan in 1994.","8.0","7.2","n/a","SNK","1996 ","http://www.gamefaqs.com/neogeocd/916662-neo-geo-cd"
"Neo-Geo CD Special","Miscellaneous,Demo Disc","Neo-Geo CD Special is a Miscellaneous game, developed and published by SNK,which was released in Japan in 1996.","n/a","n/a","n/a","SNK","Dec 22, 1996 ","http://www.gamefaqs.com/neogeocd/565692-neo-geo-cd-special"
"Ninja Combat","Action,Beat-'Em-Up","Take control of the ninjas Joe (one player) and Hayabusa (two players), and enter into battle against a group of evil ninjas called the Kage Ichizoku. Make your way into their home fortress, Ninja Tower, which dominates a big city of the near future. Fight using normal attacks, jumps, special movements, and ninja materials that deliver damaging blows to all enemies on the screen. In addition, you'll find weapons and items to aid you along the way. Even better, as you progress in the game, reliable allies such as Musashi, Kagero, and Gembu will emerge to fight alongside you, allowing you to choose a new character in each stage.","n/a","6.0","n/a","ADK","Oct 31, 1994 ","http://www.gamefaqs.com/neogeocd/922219-ninja-combat"
"Ninja Commando","Action,Shooter,Scrolling","Players choose from among three ninjas - Joe, descended from the Koga ninja; Rayar, a woman who has learned the ways of the Iga ninja; and Ryu, descendant of the famous ninja Fuma Kotaro - as they pursue the merchant of death known as Spider, who plans to use a time machine to bring havoc to the world. The battle spans seven time periods, including the Stone Age, the Egyptian era, and the Japanese Civil War era. Each hero features a variety of attack options in addition to their own normal attack, including a deadly attack that inflicts damage on all enemies on the screen, special ninja-arts attacks, and finally, a powerful attack unleashed by taking on the &quot;shape of the beast&quot; when three scrolls have been collected.","n/a","7.0","n/a","ADK","Oct 31, 1994 ","http://www.gamefaqs.com/neogeocd/920019-ninja-commando"
"Ninja Masters","Action,Fighting,2D","First released in 1996, “Ninja Master's”, is set in the fictional land of &quot;Zipangu&quot;. Players can select from 10 different ninjas and warriors with which to test their might. The main feature of this game is the ability for each character to use a wide variety of weapons. Also, as each character’s Super Attacks change depending on whether they are armed or unarmed, the player needs to respond differently according to the situation. Damage increases with respect to the Super Power Gauge. There are also many must-see deadly techniques like &quot;Super Death Blow&quot;, &quot;Ultimate Super Mode&quot;, &quot;Dark Super Power&quot; and &quot;Dark Combo!","n/a","8.5","n/a","ADK","Sep 27, 1996 ","http://www.gamefaqs.com/neogeocd/922312-ninja-masters"
"Ninja Masters","Action,Fighting,2D","First released in 1996, “Ninja Master's”, is set in the fictional land of &quot;Zipangu&quot;. Players can select from 10 different ninjas and warriors with which to test their might. The main feature of this game is the ability for each character to use a wide variety of weapons. Also, as each character’s Super Attacks change depending on whether they are armed or unarmed, the player needs to respond differently according to the situation. Damage increases with respect to the Super Power Gauge. There are also many must-see deadly techniques like &quot;Super Death Blow&quot;, &quot;Ultimate Super Mode&quot;, &quot;Dark Super Power&quot; and &quot;Dark Combo!","n/a","8.5","n/a","ADK","Sep 27, 1996 ","http://www.gamefaqs.com/neogeocd/922312-ninja-masters"
"Oshidashi Zintrick","Miscellaneous,Puzzle,General","Oshidashi Zintrick is a Miscellaneous game, developed and published by ADK,which was released in Japan in 1996.","n/a","n/a","n/a","ADK","Mar 22, 1996 ","http://www.gamefaqs.com/neogeocd/565698-oshidashi-zintrick"
"OverTop","Driving,Racing,Arcade","OverTop is a Driving game, published by ADK,which was released in Japan in 1996.","n/a","n/a","n/a","ADK","Jul5, 1996 ","http://www.gamefaqs.com/neogeocd/918360-overtop"
"Power Spikes II","Sports,Traditional,Volleyball","Power Spikes II is a Sports game, developed by Video System and published by SNK,which was released in Japan in 1995.","n/a","n/a","n/a","Video System","Mar 18, 1995 ","http://www.gamefaqs.com/neogeocd/575744-power-spikes-ii"
"Pulstar","Action,Shooter,Scrolling","2256 A.D. Alien forces swept into the solar system, and fighting spread throughout the system in two years. An elite group force, codenamed: PULSTAR, remains as Earth's final hope. Take items to snap on powerful options! Break your enemies with the various arsenals!","9.0","8.5","n/a","Aicom","Oct 27, 1995 ","http://www.gamefaqs.com/neogeocd/922304-pulstar"
"Bust-A-Move","Miscellaneous,Puzzle,Matching","Which will burst first: your concentration or the level you're working on? It takes more than just swinging the bubble-turret and taking aim on the falling ceiling; tactical planning and mental dexterity are the only way to string together three or more bubbles and 100 wins to make it through all the bubble and ego-bursting rounds of Bust-A-Move!","n/a","7.0","n/a","Taito Corporation","Apr 27, 1995 ","http://www.gamefaqs.com/neogeocd/587031-bust-a-move"
"Puzzled","Miscellaneous,Puzzle,General","Once upon a time, the god of sun built a huge wall in the center of the &quot;man's village&quot; and the &quot;woman's village&quot; where they had been fighting for a long, long time. This caused even more trouble, in that the tower blocked all the sunlight to both villages. Rad and Am were sent to travel up the tower of sun full of various falling blocks. Capable of 2-player simultaneous drop-in play!","n/a","10.0","n/a","SNK","1994 ","http://www.gamefaqs.com/neogeocd/922321-puzzled"
"Quiz King of Fighters","Miscellaneous,Puzzle,General","Quiz King of Fighters is a Miscellaneous game, published by Saurus,which was released in Japan in 1995.","n/a","6.0","n/a","Saurus","Apr7, 1995 ","http://www.gamefaqs.com/neogeocd/922300-quiz-king-of-fighters"
"Ragnagard","Action,General","Ragnagard is an Action game, developed by System Vision and published by Saurus,which was released in Japan in 1996.","n/a","7.5","n/a","System Vision","Aug 23, 1996 ","http://www.gamefaqs.com/neogeocd/922303-ragnagard"
"Blue's Journey","Action,Platformer,2D","Blue's Journey is an Action game, developed and published by ADK,which was released in Japan in 1994.","n/a","8.0","n/a","ADK","Oct 31, 1994 ","http://www.gamefaqs.com/neogeocd/922324-blues-journey"
"Rally Chase","Driving,Racing,Arcade","The ultimate challenge for the best pro drivers! This game realistically reproduces the data of two actual races - World Rally Championship (WRC) and Paris-Dakar Rally. These courses tempt you into a stage of big landscapes. Bump away the world's top driver's using the drift technique!","n/a","n/a","n/a","ADK","1994 ","http://www.gamefaqs.com/neogeocd/582036-rally-chase"
"Real Bout Fatal Fury","Action,Fighting,2D","The Final Battle: Geese Howard Must Go! Geese Howard is back and firmly in the last boss's seat. Who will send him to his doom? Terry? Andy? A new challenger? Choose from 16 characters in 2-player mode and &quot;Bust-In&quot; Battles!","n/a","8.6","n/a","SNK","Feb 23, 1996 ","http://www.gamefaqs.com/neogeocd/921019-real-bout-fatal-fury"
"Real Bout Fatal Fury 2","Action,Fighting,2D","Real Bout Fatal Fury 2 is an Action game, published by SNK,which was released in Japan in 1998.","n/a","8.7","n/a","SNK","Jul 23, 1998 ","http://www.gamefaqs.com/neogeocd/922319-real-bout-fatal-fury-2"
"Real Bout Fatal Fury Special","Action,Fighting,2D","The supreme trial of strength awaits! 19 of Fatal Fury's hottest heroes collide! One year since the fearsome conclusion to &quot;Real Bout&quot;, the hungry wolves ready themselves for a new battle, &quot;Real Bout Special&quot; - the paramount pugilistic proving ground!","n/a","8.7","n/a","SNK","1997 ","http://www.gamefaqs.com/neogeocd/918894-real-bout-fatal-fury-special"
"Real Bout Fatal Fury","Action,Fighting,2D","The Final Battle: Geese Howard Must Go! Geese Howard is back and firmly in the last boss's seat. Who will send him to his doom? Terry? Andy? A new challenger? Choose from 16 characters in 2-player mode and &quot;Bust-In&quot; Battles!","n/a","8.6","n/a","SNK","Feb 23, 1996 ","http://www.gamefaqs.com/neogeocd/921019-real-bout-fatal-fury"
"Real Bout Fatal Fury 2","Action,Fighting,2D","Real Bout Fatal Fury 2 is an Action game, published by SNK,which was released in Japan in 1998.","n/a","8.7","n/a","SNK","Jul 23, 1998 ","http://www.gamefaqs.com/neogeocd/922319-real-bout-fatal-fury-2"
"Real Bout Fatal Fury Special","Action,Fighting,2D","The supreme trial of strength awaits! 19 of Fatal Fury's hottest heroes collide! One year since the fearsome conclusion to &quot;Real Bout&quot;, the hungry wolves ready themselves for a new battle, &quot;Real Bout Special&quot; - the paramount pugilistic proving ground!","n/a","8.7","n/a","SNK","1997 ","http://www.gamefaqs.com/neogeocd/918894-real-bout-fatal-fury-special"
"Riding Hero","Driving,General","Riding Hero is a Driving game, developed and published by SNK,which was released in 1995.","n/a","1.0","n/a","SNK","May 26, 1995 ","http://www.gamefaqs.com/neogeocd/922322-riding-hero"
"Robo Army","Action,Beat-'Em-Up","In a world full of chaos and destruction, a new dark power ruled the land. The cyber army called Hell Jeed have come within reach of their final objective... to create cyber cities; robot-infested cities where no human can be found. A hostile takeover... the people were no match... the masses were slaughtered... their human brains used to equip the new soldiers of Hell Jeed. The cyber army's invasion struck fear into the population of the major cities and the few lucky inhabitants fled for their lives. Unprotected and battle scarred, the world seemed doomed and mankind's end near... But all hope was not lost. Maxima and Rocky have been called to return peace to the land. Will Hell Jeed dominate the world? Can Hell Jeed be stopped? In this 46-MEG 2-player action-smash, attempt to defeat the evil Hell Jeed by helping Maxima and Rocky, the two greatest war soldiers of the legendary ROBO ARMY!","n/a","6.0","n/a","SNK","Apr 21, 1995 ","http://www.gamefaqs.com/neogeocd/922327-robo-army"
"Art of Fighting","Action,Fighting,2D","Being a great fighter takes more than strength and pain. You need wisdom and need to win at any cost. Ryo Sakazaki's sister has been kidnapped and it leads Ryo and Robert, two of the greatest fighters of all time, on the most dangerous search of their lives... You'll discover magic techinques to master THE ART OF FIGHTING!","n/a","7.5","n/a","SNK","1994 ","http://www.gamefaqs.com/neogeocd/919817-art-of-fighting"
"Art of Fighting 2","Action,Fighting,2D","RYO and ROBERT return along with 10 of the meanest maulers of SOUTHTOWN. Use new characters and the RAGE GAUGE, visit new places, meet new enemeis; then push their faces in with your newly acquired arts of ARMAGEDDON!","n/a","6.6","n/a","SNK","1994 ","http://www.gamefaqs.com/neogeocd/922289-art-of-fighting-2"
"Samurai Shodown","Action,Fighting,2D","Iza To! En Garde! Dude! Twelve of the mightiest samurai, ninja, knights, and warriors from Japan, France, the United States, and China lock swords in SAMURAI SHODOWN. With blades, bare knuckles, rage, and various Methods of Mayhem, fight your way to the final battle with Satan's Shogun. Use all powers at your disposal to get a head!","n/a","8.5","n/a","SNK","Sep9, 1994 ","http://www.gamefaqs.com/neogeocd/920025-samurai-shodown"
"Samurai Shodown II","Action,Fighting,2D","To be or not to be? You'll soon find out the answer! They've licked their wounds, improved their techniques, and now they're back! The world's 15 fiercest warriors clang steel in a fast and furious fest of fencing festivities. Use new characters and new feints of Fury to hack, slice, dice, and Julien fry your way to victory!","9.0","8.9","","","","http://www.gamefaqs.com/neogeocd/565670-samurai-shodown-ii"
"Samurai Shodown III","Action,Fighting,2D","Cut or be cut! The power! The intensity! Samurai 3 is here! Twelve of the ages toughest double-identity warriors! Select personalities from &quot;Chivalry&quot; or &quot;Treachery&quot;. Character moves and poses change with the personality you choose. Featuring three different battle modes!","10.0","8.1","n/a","SNK","Dec 29, 1995 ","http://www.gamefaqs.com/neogeocd/921023-samurai-shodown-iii"
"Samurai Shodown IV: Amakusa's Revenge","Action,Fighting,2D","The mighty wrath of Shiro Amakusa is reborn! Who can stop him? The sparks fly when 17 swordsmen clash, and it all ends at the evil walls of Amakusa Castle! Featuring all your favorite warriors plus two new characters!","9.0","9.1","n/a","SNK","Dec 27, 1996 ","http://www.gamefaqs.com/neogeocd/921844-samurai-shodown-iv-amakusas-revenge"
"Samurai Shodown","Action,Fighting,2D","Iza To! En Garde! Dude! Twelve of the mightiest samurai, ninja, knights, and warriors from Japan, France, the United States, and China lock swords in SAMURAI SHODOWN. With blades, bare knuckles, rage, and various Methods of Mayhem, fight your way to the final battle with Satan's Shogun. Use all powers at your disposal to get a head!","n/a","8.5","n/a","SNK","Sep9, 1994 ","http://www.gamefaqs.com/neogeocd/920025-samurai-shodown"
"Samurai Shodown IV: Amakusa's Revenge","Action,Fighting,2D","The mighty wrath of Shiro Amakusa is reborn! Who can stop him? The sparks fly when 17 swordsmen clash, and it all ends at the evil walls of Amakusa Castle! Featuring all your favorite warriors plus two new characters!","9.0","9.1","n/a","SNK","Dec 27, 1996 ","http://www.gamefaqs.com/neogeocd/921844-samurai-shodown-iv-amakusas-revenge"
"Samurai Shodown III","Action,Fighting,2D","Cut or be cut! The power! The intensity! Samurai 3 is here! Twelve of the ages toughest double-identity warriors! Select personalities from &quot;Chivalry&quot; or &quot;Treachery&quot;. Character moves and poses change with the personality you choose. Featuring three different battle modes!","10.0","8.1","n/a","SNK","Dec 29, 1995 ","http://www.gamefaqs.com/neogeocd/921023-samurai-shodown-iii"
"Savage Reign","Action,Fighting,2D","When these warriors collide, they rumble like thunder and strike like lightning. And in the fiercest of battles, the mighty gladiators must struggle to obtain supreme power or fall by the wayside. As they take on the world, remember to carry a steel umbrella or get pounded by - the Savage Reign!","n/a","8.0","n/a","SNK","Jun 16, 1995 ","http://www.gamefaqs.com/neogeocd/922296-savage-reign"
"Sengoku","Action,Beat-'Em-Up","It's the final battle. A warlord in the past planned to conquer the world by brutal attack. Now, 400 years later, this &quot;Demon Castle&quot; suddenly appeared in the sky above Washington D.C. The prophecy came true! Only two samurai warriors with the special weapon can stop the revival of this ghost!","n/a","6.3","n/a","SNK","Mar 17, 1995 ","http://www.gamefaqs.com/neogeocd/922224-sengoku"
"Sengoku 2","Action,Beat-'Em-Up","The great confrontation with the demonic warlord in the Demon Castle should mean the end, but the war has just begun... The Demon Castle looms high above the land and the Sovereign of Darkness commands the towering fortress. The legendary samurai warriors are summoned again. Fight with more attack techniques, new power-ups, more magic, and transform into one of four identities as you battle through this 2-player simultaneous, action-fighting, monster of sequels, SENGOKU II.","n/a","7.5","n/a","SNK","1995 ","http://www.gamefaqs.com/neogeocd/920024-sengoku-2"
"Sengoku","Action,Beat-'Em-Up","It's the final battle. A warlord in the past planned to conquer the world by brutal attack. Now, 400 years later, this &quot;Demon Castle&quot; suddenly appeared in the sky above Washington D.C. The prophecy came true! Only two samurai warriors with the special weapon can stop the revival of this ghost!","n/a","6.3","n/a","SNK","Mar 17, 1995 ","http://www.gamefaqs.com/neogeocd/922224-sengoku"
"Sengoku 2","Action,Beat-'Em-Up","The great confrontation with the demonic warlord in the Demon Castle should mean the end, but the war has just begun... The Demon Castle looms high above the land and the Sovereign of Darkness commands the towering fortress. The legendary samurai warriors are summoned again. Fight with more attack techniques, new power-ups, more magic, and transform into one of four identities as you battle through this 2-player simultaneous, action-fighting, monster of sequels, SENGOKU II.","n/a","7.5","n/a","SNK","1995 ","http://www.gamefaqs.com/neogeocd/920024-sengoku-2"
"Samurai Shodown II","Action,Fighting,2D","To be or not to be? You'll soon find out the answer! They've licked their wounds, improved their techniques, and now they're back! The world's 15 fiercest warriors clang steel in a fast and furious fest of fencing festivities. Use new characters and new feints of Fury to hack, slice, dice, and Julien fry your way to victory!","9.0","8.9","","","","http://www.gamefaqs.com/neogeocd/565670-samurai-shodown-ii"
"Ragnagard","Action,General","Ragnagard is an Action game, developed by System Vision and published by Saurus,which was released in Japan in 1996.","n/a","7.5","n/a","System Vision","Aug 23, 1996 ","http://www.gamefaqs.com/neogeocd/922303-ragnagard"
"Shinsetsu Samurai Spirits: Bushidou Retsuden","Role-Playing,General","Shinsetsu Samurai Spirits: Bushidou Retsuden is a Role-Playing game, developed and published by SNK,which was released in Japan in 1997.","n/a","8.0","n/a","SNK","Jun 27, 1997 ","http://www.gamefaqs.com/neogeocd/587049-shinsetsu-samurai-spirits-bushidou-retsuden"
"Shogi no Tatsujin","Miscellaneous,Board Games","Shogi no Tatsujin is a Miscellaneous game, published by ADK,which was released in Japan in 1995.","n/a","n/a","n/a","ADK","Oct 20, 1995 ","http://www.gamefaqs.com/neogeocd/922306-shogi-no-tatsujin"
"Soccer Brawl","Sports,Traditional,Soccer,Sim","The Cybernetic players use special kick shots and built-in arm phasers to destroy other players. Make sure your power meter is FULL when exercising these brutal tactics. Both stadiums, which are magnetically enclosed, enable you to kick or pass... off the wall! There are no fouls in this league, so watch your back or you'll get pulverized by the opposing team! You'll find here the most advanced sport in the world of soccer... SOCCER BRAWL!","n/a","8.0","n/a","SNK","Mar 31, 1995 ","http://www.gamefaqs.com/neogeocd/922329-soccer-brawl"
"Aero Fighters 2","Action,Shooter,Scrolling","Up in the skies above 8 countries, control one of 8 fighters and join the sonic dogfight! With 4 level shooting and special weapons, blow out your enemies!","6.0","7.6","n/a","Video System","Sep 29, 1994 ","http://www.gamefaqs.com/neogeocd/922295-aero-fighters-2"
"Aero Fighters 3","Action,Shooter,Scrolling","Aero Fighters 3 is an Action game, developed by Video System and published by SNK,which was released in Japan in 1995.","n/a","8.3","n/a","Video System","1995 ","http://www.gamefaqs.com/neogeocd/938960-aero-fighters-3"
"Stakes Winner","Sports,General","Stakes Winner is a Sports game, published by Saurus,which was released in Japan in 1996.","n/a","n/a","n/a","Saurus","Mar 23, 1996 ","http://www.gamefaqs.com/neogeocd/922307-stakes-winner"
"Street Hoop","Sports,Traditional,Basketball,Sim","Which team is the best at 3-on-3? Choose from ten countries to find out. Shots vary according to the shooting distance. Fake dunk, aloof - a variety of techniques to choose from! Speedy! Powerful! Move your body to hip hoppin' rap music. When the power guage reaches its max, Super Dunk sparks!","n/a","7.0","n/a","Data East","Jan 20, 1995 ","http://www.gamefaqs.com/neogeocd/922298-street-hoop"
"Super Sidekicks","Sports,Traditional,Soccer,Sim","Experience the roar of the crowd and the thrills of the stadium. Along with your Ace Striker and his array of sliding, overhead, and diving shots, lead your team to victory and seize the prized SNK Cup. Watch players perform miraculous overhead and diving shots, dazzle your opponent with gravity-defying dribbling. Avoid sliding defense players and bone-crushing blocks. Be overwhelmed with in-your-face action so real, you'll be washing the grass stains off your clothing when you're finished!","n/a","5.0","n/a","SNK","Mar 31, 1995 ","http://www.gamefaqs.com/neogeocd/920023-super-sidekicks"
"Super Sidekicks 2","Sports,Traditional,Soccer,Sim","Super Sidekicks 2 is a Sports game, developed and published by SNK,which was released in Japan in 1994.","n/a","6.0","n/a","SNK","1994 ","http://www.gamefaqs.com/neogeocd/922292-super-sidekicks-2"
"Super Sidekicks 3","Sports,Traditional,Soccer,Sim","Loaded with world class excitement! Features 6 competition modes like World Cup for 64 worldwide teams. Utilizes Digitized Trace Animation and 3D camera angled shots for a realistic on-the-fly action graphic explosion. With 8 different playing modes including options such as Speed and Stamina, you can mix and match 512 different team configurations. Accidents hinder or enhance a team's ability within head-to-head gameplay for the ultimate super-real soccer experience!","n/a","8.0","n/a","SNK","Jun 23, 1995 ","http://www.gamefaqs.com/neogeocd/922302-super-sidekicks-3"
"Super Sidekicks 3","Sports,Traditional,Soccer,Sim","Loaded with world class excitement! Features 6 competition modes like World Cup for 64 worldwide teams. Utilizes Digitized Trace Animation and 3D camera angled shots for a realistic on-the-fly action graphic explosion. With 8 different playing modes including options such as Speed and Stamina, you can mix and match 512 different team configurations. Accidents hinder or enhance a team's ability within head-to-head gameplay for the ultimate super-real soccer experience!","n/a","8.0","n/a","SNK","Jun 23, 1995 ","http://www.gamefaqs.com/neogeocd/922302-super-sidekicks-3"
"The Super Spy","Action,General","The Super Spy is an Action game, developed and published by SNK,which was released in 1994.","n/a","6.0","n/a","SNK","Sep9, 1994 ","http://www.gamefaqs.com/neogeocd/922223-the-super-spy"
"Kabuki Klash","Action,Fighting,2D","Kabuki Klash is an Action game, developed by Racdym and published by SNK,which was released in 1995.","n/a","8.0","n/a","Racdym","Nov 24, 1995 ","http://www.gamefaqs.com/neogeocd/919790-kabuki-klash"
"Super Sidekicks 2","Sports,Traditional,Soccer,Sim","Super Sidekicks 2 is a Sports game, developed and published by SNK,which was released in Japan in 1994.","n/a","6.0","n/a","SNK","1994 ","http://www.gamefaqs.com/neogeocd/922292-super-sidekicks-2"
"Super Sidekicks 3","Sports,Traditional,Soccer,Sim","Loaded with world class excitement! Features 6 competition modes like World Cup for 64 worldwide teams. Utilizes Digitized Trace Animation and 3D camera angled shots for a realistic on-the-fly action graphic explosion. With 8 different playing modes including options such as Speed and Stamina, you can mix and match 512 different team configurations. Accidents hinder or enhance a team's ability within head-to-head gameplay for the ultimate super-real soccer experience!","n/a","8.0","n/a","SNK","Jun 23, 1995 ","http://www.gamefaqs.com/neogeocd/922302-super-sidekicks-3"
"Super Sidekicks","Sports,Traditional,Soccer,Sim","Experience the roar of the crowd and the thrills of the stadium. Along with your Ace Striker and his array of sliding, overhead, and diving shots, lead your team to victory and seize the prized SNK Cup. Watch players perform miraculous overhead and diving shots, dazzle your opponent with gravity-defying dribbling. Avoid sliding defense players and bone-crushing blocks. Be overwhelmed with in-your-face action so real, you'll be washing the grass stains off your clothing when you're finished!","n/a","5.0","n/a","SNK","Mar 31, 1995 ","http://www.gamefaqs.com/neogeocd/920023-super-sidekicks"
"Top Hunter","Action,Platformer,2D","Clean up the Space Pirates! Time: The age of space colonialism. The dreaded Klaptons are on the loose, turning peaceful settlements into ghost towns. Searching for the price on the Klapton's heads come the cosmic bounty hunters RODDY and CATHY. Do these two have what it takes to save the universe? Can they work together without competing for the rewards themselves? Their fate, and the fate of the free universe is IN YOUR HANDS - the legendary team known as TOP HUNTER!","8.0","7.5","n/a","SNK","Sep 29, 1994 ","http://www.gamefaqs.com/neogeocd/922294-top-hunter"
"Top Hunter","Action,Platformer,2D","Clean up the Space Pirates! Time: The age of space colonialism. The dreaded Klaptons are on the loose, turning peaceful settlements into ghost towns. Searching for the price on the Klapton's heads come the cosmic bounty hunters RODDY and CATHY. Do these two have what it takes to save the universe? Can they work together without competing for the rewards themselves? Their fate, and the fate of the free universe is IN YOUR HANDS - the legendary team known as TOP HUNTER!","8.0","7.5","n/a","SNK","Sep 29, 1994 ","http://www.gamefaqs.com/neogeocd/922294-top-hunter"
"Top Player's Golf","Sports,Traditional,Golf,Sim","First Class Competition! On a beautiful course, silent competition will begin. Select from four individual players. Play a Nassau game for a different twist. Enjoy real-life golf excitement!","8.0","7.5","n/a","SNK","Sep9, 1994 ","http://www.gamefaqs.com/neogeocd/922214-top-players-golf"
"Aggressors of Dark Kombat","Action,Fighting,2D","Anything goes to beat up your enemies! No rules. No limitations for the fight! Aerial battle, Provoking, Faking, and Throwing... Anything is available! Weapons, strangleholds. No mercy even to the weakened enemy! Throwing attack? Fist fight? Try whatever you like!","n/a","7.0","n/a","ADK","1994 ","http://www.gamefaqs.com/neogeocd/922297-aggressors-of-dark-kombat"
"Twinkle Star Sprites","Action,Shooter,Scrolling","Twinkle Star Sprites is an Action game, developed and published by ADK,which was released in Japan in 1997.","n/a","8.5","n/a","ADK","Feb 21, 1997 ","http://www.gamefaqs.com/neogeocd/922314-twinkle-star-sprites"
"Viewpoint","Action,Shooter,Scrolling","Enter the world of Viewpoint, this stunning 3D diagonal-scrolling shooter, a visual masterpiece which allows you to play from a three-quarter perspective. Unimaginable enemies and inventive traps lurk around every corner and the intense action will rattle your senses! Enough gameplay to please even the most advanced gamer. Begin the fight with the rapid-fire gun and along the way collect the three shot device of destruction. Also, store energy to use The Wave in 4 levels of power. Or, choose from one of three different bombs to shoot your way through 6 stages of the most spectacular warzones of all time!","n/a","8.0","n/a","Sammy Studios","1992 ","http://www.gamefaqs.com/neogeocd/920022-viewpoint"
"Voltage Fighter Gowcaizer","Action,General","The ultimate warriors are ready for battle! The Auto-Zoom feature draws you in to the red-hot action! Use the new &quot;Special Attack Tracing System&quot; to copy the special abilities of the foes you defeat and build your own warrior from over 100 combinations!","8.0","7.3","n/a","Technos","Nov 24, 1995 ","http://www.gamefaqs.com/neogeocd/922305-voltage-fighter-gowcaizer"
"WindJammers","Sports,General","A dazzling new game combining the thrills of tennis, the dangers of the discus, and the heart-stopping competition of competition sports. Six of the world's toughest and most clever athletes take court in the most thrilling new sport of the fin-de-seicle! WINDJAMMERS - It will blow you away!","n/a","7.0","n/a","Data East","1995 ","http://www.gamefaqs.com/neogeocd/922291-windjammers"
"World Heroes","Action,Fighting,2D","Are you ready for a fierce battle in an ultra-deathmatch!? Who is the greatest hero in the world? You will find out today! A scientist has created a time machine that eight heroes will travel through time with to prove who is the greatest fighter of all time!","n/a","8.3","n/a","ADK","Mar 17, 1995 ","http://www.gamefaqs.com/neogeocd/920021-world-heroes"
"World Heroes 2","Action,Fighting,2D","The HEROES are back in their biggest and meanest battle ever, along with six new contestants! Travel through time and face an onslaught of opponents in an exciting, bruising battle of the ages!","n/a","8.0","n/a","ADK","1995 ","http://www.gamefaqs.com/neogeocd/922288-world-heroes-2"
"World Heroes 2 Jet","Action,Fighting,2D","World Heroes 2 Jet is an Action game, developed and published by ADK,which was released in Japan in 1994.","n/a","8.8","n/a","ADK","Nov 11, 1994 ","http://www.gamefaqs.com/neogeocd/922293-world-heroes-2-jet"
"World Heroes Perfect","Action,Fighting,2D","This is the fourth installment in the World Heroes fighting game series, released in 1995. In this game, 16 figures from across history fight for the title of the world's strongest. In previous installments, the amount of time you held a button down determined the strength or weakness of an attack, but that system has been removed in this game. In addition to a more orthodox fighting-game approach that enables weak, middle and strong attacks using different buttons, this game includes new elements such as the Hero Gauge, Extra Attacks and Guard Breaker Attacks, adding an exciting new layer of strategy.","n/a","8.5","n/a","ADK","Jul 21, 1995 ","http://www.gamefaqs.com/neogeocd/921021-world-heroes-perfect"
"2020 Super Baseball","Sports,Traditional,Baseball,Arcade","Conventional baseball no longer exists in the year 2020. The &quot;Super Baseball Association&quot; has been very profitable over the years with robotics power players up against the strongest of athletes. Due to the secret manipulation of certain robotics team players, abilities have been computer controlled to decide the outcome of certain games, benefitting the SBA. Die hard players discovered the SBA's cheating and have now disconnected several parts of the computers to achieve fair and challenging play. Now the games may continue in the famed &quot;Cyber-Egg&quot; Stadium where only power and skill will determine the winner!","n/a","n/a","n/a","SNK","1995 ","http://www.gamefaqs.com/neogeocd/922326-2020-super-baseball"
"3 Count Bout","Action,Fighting,Wrestling","The Power. The Pain. The Glory. Lock horns with 10 of the world's most rambunctious wrestlers ever! In the ring, on the street, use your wits, ability, and various tools at your disposal to pummel, pound, bite, scratch, kick, and gouge your way to survival and the world championship. Master your surroundings, develop new attacks, and press those buttons in matches so brutal and real you'll be checking your own body for bruises and your own mouth for loose teeth. This isn't just another wrestling game, it's THE wrestling game!","n/a","n/a","n/a","UPL","Apr 23, 1995 ","http://www.gamefaqs.com/neogeocd/922287-3-count-bout"
